"","x"
"3713","Alad"
"3714","Pole3"
"3715","4933430I17Rik"
"3716","Rgs3"
"3717","Gm11210"
"3718","Zfp618"
"3719","Ambp"
"3720","Col27a1"
"3721","Orm1"
"3722","Orm2"
"3723","Akna"
"3724","Aknaos"
"3725","Whrn"
"3726","Atp6v1g1"
"3727","Tmem268"
"3728","Tnfsf15"
"3729","Tnfsf8"
"3730","Tnc"
"3731","8030451A03Rik"
"3732","Pappa"
"3733","Astn2"
"3734","Trim32"
"3735","Tlr4"
"3736","Brinp1"
"3737","Cdk5rap2"
"3738","Megf9"
"3739","Tle1"
"3740","Gm11250"
"3741","C630043F03Rik"
"3742","Aldoart1"
"3743","Rasef"
"3744","Gm11240"
"3745","Frmd3"
"3746","Kdm4c"
"3747","A230083N12Rik"
"3748","Dmac1"
"3749","Ptprd"
"3750","Lurap1l"
"3751","Mpdz"
"3752","Gm11264"
"3753","Gm5860"
"3754","Nfib"
"3755","Gm11266"
"3756","Zdhhc21"
"3757","Ttc39b"
"3758","Gm11413"
"3759","Gm11184"
"3760","Snapc3"
"3761","Psip1"
"3762","Ccdc171"
"3763","Bnc2"
"3764","Cntln"
"3765","Adamtsl1"
"3766","Rraga"
"3767","Haus6"
"3768","Plin2"
"3769","Dennd4c"
"3770","Acer2"
"3771","Mllt3"
"3772","Gm12631"
"3773","Focad"
"3774","Hacd4"
"3775","Klhl9"
"3776","Gm26566"
"3777","Gm13274"
"3778","Ifnz"
"3779","Gm13285"
"3780","Ifne"
"3781","Gm49890"
"3782","Gm49891"
"3783","Wincr1"
"3784","Gm12602"
"3785","Mtap"
"3786","Gm12606"
"3787","Cdkn2a"
"3788","Cdkn2b"
"3789","Gm12609"
"3790","Gm12610"
"3791","Dmrta1"
"3792","Elavl2"
"3793","Tusc1"
"3794","Gm12648"
"3795","Gm12655"
"3796","Caap1"
"3797","Plaa"
"3798","Ift74"
"3799","Lrrc19"
"3800","Tek"
"3801","Eqtn"
"3802","Mysm1"
"3803","Gm12703"
"3804","Jun"
"3805","Junos"
"3806","Gm830"
"3807","Fggy"
"3808","9530080O11Rik"
"3809","Hook1"
"3810","Cyp2j6"
"3811","Cyp2j9"
"3812","E130114P18Rik"
"3813","Nfia"
"3814","Tm2d1"
"3815","Patj"
"3816","Kank4"
"3817","Kank4os"
"3818","Usp1"
"3819","Dock7"
"3820","Angptl3"
"3821","Gm12705"
"3822","Gm12681"
"3823","Atg4c"
"3824","Gm12689"
"3825","Alg6"
"3826","Itgb3bp"
"3827","Efcab7"
"3828","Pgm1"
"3829","Ror1"
"3830","Ube2u"
"3831","Cachd1"
"3832","Raver2"
"3833","Jak1"
"3834","Gm12796"
"3835","E130102H24Rik"
"3836","0610043K17Rik"
"3837","Ak4"
"3838","Dnajc6"
"3839","Leprot"
"3840","Lepr"
"3841","Pde4b"
"3842","Sgip1"
"3843","Wdr78"
"3844","Mier1"
"3845","Slc35d1"
"3846","Oma1"
"3847","Gm12718"
"3848","Dab1"
"3849","Fyb2"
"3850","Prkaa2"
"3851","Plpp3"
"3852","Gm12728"
"3853","Gm12724"
"3854","Usp24"
"3855","Pcsk9"
"3856","Dhcr24"
"3857","Ttc22"
"3858","Pars2"
"3859","Ttc4"
"3860","Acot11"
"3861","Ssbp3"
"3862","Gm12786"
"3863","Mrpl37"
"3864","Cyb5rl"
"3865","Tceanc2"
"3866","Tmem59"
"3867","Ldlrad1"
"3868","Lrrc42"
"3869","Hspb11"
"3870","Yipf1"
"3871","Ndc1"
"3872","Glis1"
"3873","Lrp8os3"
"3874","Lrp8"
"3875","Lrp8os2"
"3876","Magoh"
"3877","Czib"
"3878","Cpt2"
"3879","Podn"
"3880","Scp2"
"3881","Echdc2"
"3882","Zyg11a"
"3883","Zyg11b"
"3884","Coa7"
"3885","Gpx7"
"3886","Tut4"
"3887","Prpf38a"
"3888","Orc1"
"3889","Gm12743"
"3890","Cc2d1b"
"3891","Gm17354"
"3892","Zfyve9"
"3893","3110021N24Rik"
"3894","Btf3l4"
"3895","Txndc12"
"3896","Kti12"
"3897","Rab3b"
"3898","Nrd1"
"3899","Osbpl9"
"3900","Calr4"
"3901","Eps15"
"3902","Ttc39aos1"
"3903","Ttc39a"
"3904","Rnf11"
"3905","Gm12811"
"3906","Cdkn2c"
"3907","Faf1"
"3908","Dmrta2os"
"3909","Dmrta2"
"3910","Elavl4"
"3911","Agbl4"
"3912","Bend5"
"3913","Spata6"
"3914","Slc5a9"
"3915","Skint8"
"3916","Skint2"
"3917","Skint6"
"3918","Skint5"
"3919","Trabd2b"
"3920","Gm12830"
"3921","Foxd2"
"3922","Foxd2os"
"3923","Cmpk1"
"3924","Stil"
"3925","Pdzk1ip1"
"3926","Cyp4b1"
"3927","Efcab14"
"3928","Atpaf1"
"3929","Mob3c"
"3930","Mknk1"
"3931","Faah"
"3932","Nsun4"
"3933","Uqcrh"
"3934","Lrrc41"
"3935","Rad54l"
"3936","Pomgnt1"
"3937","Lurap1"
"3938","Tspan1"
"3939","Gm12951"
"3940","Pik3r3"
"3941","Mast2"
"3942","Ipp"
"3943","Tmem69"
"3944","Gpbp1l1"
"3945","C530005A16Rik"
"3946","Ccdc17"
"3947","Nasp"
"3948","Akr1a1"
"3949","Prdx1"
"3950","Mmachc"
"3951","Ccdc163"
"3952","Tesk2"
"3953","Toe1"
"3954","Mutyh"
"3955","Hpdl"
"3956","Gm12996"
"3957","Zswim5"
"3958","Urod"
"3959","Hectd3"
"3960","Eif2b3"
"3961","Ptch2"
"3962","Btbd19"
"3963","Tctex1d4"
"3964","Plk3"
"3965","Kif2c"
"3966","Armh1"
"3967","Tmem53"
"3968","Rnf220"
"3969","Gm12843"
"3970","Eri3"
"3971","Dmap1"
"3972","Gm12840"
"3973","Slc6a9"
"3974","Gm17114"
"3975","Ccdc24"
"3976","B4galt2"
"3977","Atp6v0b"
"3978","Dph2"
"3979","Ipo13"
"3980","Artn"
"3981","St3gal3"
"3982","9530034E10Rik"
"3983","Kdm4a"
"3984","Ptprf"
"3985","Szt2"
"3986","Med8"
"3987","Elovl1"
"3988","Cdc20"
"3989","Mpl"
"3990","2610528J11Rik"
"3991","Tmem125"
"3992","Cfap57"
"3993","Ebna1bp2"
"3994","Olfr1328"
"3995","Gm12863"
"3996","Lao1"
"3997","Gm12861"
"3998","Slc2a1"
"3999","Gm12868"
"4000","Zfp691"
"4001","Svbp"
"4002","AU022252"
"4003","Gm12898"
"4004","P3h1"
"4005","Ybx1"
"4006","Ppih"
"4007","Ccdc30"
"4008","Ppcs"
"4009","Zmynd12"
"4010","Frg2f1"
"4011","Foxj3"
"4012","Hivep3"
"4013","Edn2"
"4014","Foxo6"
"4015","Scmh1"
"4016","Ctps"
"4017","Gm8439"
"4018","Gm12860"
"4019","Cited4"
"4020","Kcnq4"
"4021","Nfyc"
"4022","Rims3"
"4023","Exo5"
"4024","Zfp69"
"4025","Smap2"
"4026","Col9a2"
"4027","Zmpste24"
"4028","Rlf"
"4029","Ppt1"
"4030","Cap1"
"4031","Mfsd2a"
"4032","4933421A08Rik"
"4033","Trit1"
"4034","Bmp8b"
"4035","Ppie"
"4036","Pabpc4"
"4037","Bmp8a"
"4038","Macf1"
"4039","Gm12925"
"4040","Ndufs5"
"4041","Akirin1"
"4042","Rhbdl2"
"4043","Mycbp"
"4044","Gm12905"
"4045","Rragc"
"4046","Gm2164"
"4047","Pou3f1"
"4048","Utp11"
"4049","Fhl3"
"4050","Sf3a3"
"4051","Gm12915"
"4052","Inpp5b"
"4053","Mtf1"
"4054","1110065P20Rik"
"4055","Yrdc"
"4056","Cdca8"
"4057","9930104L06Rik"
"4058","Gnl2"
"4059","Dnali1"
"4060","Snip1"
"4061","Gm12932"
"4062","Meaf6"
"4063","Zc3h12a"
"4064","Grik3"
"4065","Csf3r"
"4066","Mrps15"
"4067","Oscp1"
"4068","Lsm10"
"4069","Stk40"
"4070","Gm12946"
"4071","Eva1b"
"4072","Sh3d21"
"4073","Thrap3"
"4074","Map7d1"
"4075","Trappc3"
"4076","Col8a2"
"4077","Adprhl2"
"4078","Tekt2"
"4079","Ago3"
"4080","Ago1"
"4081","Ago4"
"4082","Clspn"
"4083","5730409E04Rik"
"4084","Psmb2"
"4085","Ncdn"
"4086","AU040320"
"4087","Zmym4"
"4088","Sfpq"
"4089","Gm12940"
"4090","Zmym1"
"4091","Zmym6"
"4092","Tmem35b"
"4093","Smim12"
"4094","Gjb3"
"4095","Gjb4"
"4096","Gjb5"
"4097","Zscan20"
"4098","Phc2"
"4099","A3galt2"
"4100","Zfp362"
"4101","Trim62"
"4102","Azin2"
"4103","Ak2"
"4104","1700086P04Rik"
"4105","Rnf19b"
"4106","Tmem54"
"4107","Gm15906"
"4108","Fndc5"
"4109","S100pbp"
"4110","Yars"
"4111","C77080"
"4112","Gm12976"
"4113","Sync"
"4114","Rbbp4"
"4115","Zbtb8os"
"4116","Zbtb8a"
"4117","Zbtb8b"
"4118","Bsdc1"
"4119","Fam229a"
"4120","Gm12979"
"4121","Marcksl1"
"4122","Hdac1"
"4123","Lck"
"4124","Fam167b"
"4125","Eif3i"
"4126","Tmem234"
"4127","Dcdc2b"
"4128","Iqcc"
"4129","Ccdc28b"
"4130","Txlna"
"4131","Kpna6"
"4132","Tmem39b"
"4133","Khdrbs1"
"4134","Ptp4a2"
"4135","Adgrb2"
"4136","Gm12963"
"4137","Col16a1"
"4138","Pef1"
"4139","Tinagl1"
"4140","Serinc2"
"4141","Fabp3"
"4142","Zcchc17"
"4143","Snrnp40"
"4144","Nkain1"
"4145","Pum1"
"4146","Gm12971"
"4147","Sdc3"
"4148","Gm26716"
"4149","Laptm5"
"4150","Ptpru"
"4151","Mecr"
"4152","Srsf4"
"4153","Gm12992"
"4154","Tmem200b"
"4155","Epb41"
"4156","Ythdf2"
"4157","Gmeb1"
"4158","Gm28874"
"4159","Taf12"
"4160","Rab42"
"4161","Snhg12"
"4162","Trnau1ap"
"4163","Rcc1"
"4164","Snhg3"
"4165","Gm17300"
"4166","Phactr4"
"4167","Med18"
"4168","Sesn2"
"4169","Gm12981"
"4170","Atpif1"
"4171","Gm12999"
"4172","Dnajc8"
"4173","Ptafr"
"4174","Eya3"
"4175","Xkr8"
"4176","Smpdl3b"
"4177","Rpa2"
"4178","Themis2"
"4179","Ppp1r8"
"4180","Stx12"
"4181","Fam76a"
"4182","Fgr"
"4183","Ahdc1"
"4184","Wasf2"
"4185","Gpr3"
"4186","Cd164l2"
"4187","Map3k6"
"4188","Sytl1"
"4189","Tmem222"
"4190","Wdtc1"
"4191","Slc9a1"
"4192","Gm13257"
"4193","Tent5b"
"4194","Trnp1"
"4195","Kdf1"
"4196","Nudc"
"4197","Gpatch3"
"4198","Gpn2"
"4199","Sfn"
"4200","Zdhhc18"
"4201","Pigv"
"4202","Arid1a"
"4203","Gm12974"
"4204","Hmgn2"
"4205","Dhdds"
"4206","Crybg2"
"4207","Cd52"
"4208","Ubxn11"
"4209","Sh3bgrl3"
"4210","Cep85"
"4211","Catsper4"
"4212","Cnksr1"
"4213","Zfp593"
"4214","E130218I03Rik"
"4215","Gm30191"
"4216","Grrp1"
"4217","Pdik1l"
"4218","Slc30a2"
"4219","Extl1"
"4220","Pafah2"
"4221","Stmn1"
"4222","Paqr7"
"4223","Aunip"
"4224","Mtfr1l"
"4225","Selenon"
"4226","Man1c1"
"4227","Ldlrap1"
"4228","Maco1"
"4229","Rhd"
"4230","Tmem50a"
"4231","Rsrp1"
"4232","Syf2"
"4233","Runx3"
"4234","Clic4"
"4235","Srrm1"
"4236","Ncmap"
"4237","Rcan3"
"4238","Gm15979"
"4239","Nipal3"
"4240","Stpg1"
"4241","Grhl3"
"4242","Ifnlr1"
"4243","Srsf10"
"4244","Pnrc2"
"4245","Cnr2"
"4246","Fuca1"
"4247","Hmgcl"
"4248","Gale"
"4249","Lypla2"
"4250","Pithd1"
"4251","Eloa"
"4252","Gm13008"
"4253","Gm24362"
"4254","Id3"
"4255","E2f2"
"4256","Asap3"
"4257","Tcea3"
"4258","Zfp46"
"4259","Hnrnpr"
"4260","Htr1d"
"4261","6030445D17Rik"
"4262","Luzp1"
"4263","Kdm1a"
"4264","Ephb2"
"4265","C1qb"
"4266","C1qc"
"4267","C1qa"
"4268","Zbtb40"
"4269","Wnt4"
"4270","Cdc42"
"4271","2810405F17Rik"
"4272","Hspg2"
"4273","Usp48"
"4274","Rap1gap"
"4275","Rap1gapos"
"4276","Alpl"
"4277","Ece1"
"4278","Eif4g3"
"4279","2310026L22Rik"
"4280","Hp1bp3"
"4281","Sh2d5"
"4282","Kif17"
"4283","Ddost"
"4284","Pink1"
"4285","Cda"
"4286","Mul1"
"4287","Camk2n1"
"4288","Ubxn10"
"4289","Otud3"
"4290","Tmco4"
"4291","Htr6"
"4292","Nbl1"
"4293","Micos10"
"4294","Capzb"
"4295","Pqlc2"
"4296","Akr7a5"
"4297","Mrto4"
"4298","Emc1"
"4299","Ubr4"
"4300","Iffo2"
"4301","Aldh4a1"
"4302","Klhdc7a"
"4303","Igsf21"
"4304","Arhgef10l"
"4305","Rcc2"
"4306","Padi4"
"4307","Padi3"
"4308","Gm13032"
"4309","Padi1"
"4310","Padi2"
"4311","Gm13031"
"4312","Sdhb"
"4313","Atp13a2"
"4314","Mfap2"
"4315","Crocc"
"4316","Necap2"
"4317","Spata21"
"4318","Szrd1"
"4319","4921514A10Rik"
"4320","Fbxo42"
"4321","Cplane2"
"4322","Arhgef19"
"4323","Gm13056"
"4324","Epha2"
"4325","Fam131c"
"4326","Srarp"
"4327","Zbtb17"
"4328","Spen"
"4329","Fblim1"
"4330","Tmem82"
"4331","Slc25a34"
"4332","Plekhm2"
"4333","Ddi2"
"4334","Dnajc16"
"4335","Casp9"
"4336","Efhd2"
"4337","Gm29367"
"4338","Fhad1"
"4339","4930455G09Rik"
"4340","Tmem51"
"4341","Tmem51os1"
"4342","Kazn"
"4343","Gm13062"
"4344","Prdm2"
"4345","Pdpn"
"4346","Pramef8"
"4347","Pramef12"
"4348","Dhrs3"
"4349","Vps13d"
"4350","Tnfrsf1b"
"4351","Platr16"
"4352","Gm13212"
"4353","Zfp987"
"4354","Gm13166"
"4355","Zfp992"
"4356","Zfp993"
"4357","Zfp991"
"4358","Zfp982"
"4359","Zfp985"
"4360","Zfp979"
"4361","Zfp984"
"4362","Gm20707"
"4363","Zfp933"
"4364","Miip"
"4365","Fv1"
"4366","Mfn2"
"4367","Plod1"
"4368","2510039O18Rik"
"4369","Clcn6"
"4370","Mthfr"
"4371","Gm13201"
"4372","Agtrap"
"4373","Draxin"
"4374","Mad2l2"
"4375","Fbxo6"
"4376","Fbxo44"
"4377","Fbxo2"
"4378","Ubiad1"
"4379","Mtor"
"4380","Angptl7"
"4381","Exosc10"
"4382","Srm"
"4383","Masp2"
"4384","Tardbp"
"4385","Gm13203"
"4386","Casz1"
"4387","Gm13205"
"4388","Gm17029"
"4389","Pex14"
"4390","Dffa"
"4391","Cenps"
"4392","Pgd"
"4393","Kif1b"
"4394","Ube4b"
"4395","Ube4bos1"
"4396","Rbp7"
"4397","Nmnat1"
"4398","Lzic"
"4399","Ctnnbip1"
"4400","Clstn1"
"4401","Pik3cd"
"4402","Tmem201"
"4403","Slc25a33"
"4404","Gm16188"
"4405","Gm13073"
"4406","Spsb1"
"4407","Gm13070"
"4408","H6pd"
"4409","Gm13067"
"4410","Gpr157"
"4411","Car6"
"4412","Eno1"
"4413","Rere"
"4414","Gm13091"
"4415","Slc45a1"
"4416","1700045H11Rik"
"4417","Errfi1"
"4418","Park7"
"4419","Tnfrsf9"
"4420","Camta1"
"4421","Per3"
"4422","Vamp3"
"4423","Dnajc11"
"4424","Thap3"
"4425","Phf13"
"4426","Klhl21"
"4427","Zbtb48"
"4428","Tas1r1"
"4429","Nol9"
"4430","Plekhg5"
"4431","Tnfrsf25"
"4432","Espn"
"4433","Acot7"
"4434","Gpr153"
"4435","Icmt"
"4436","Rnf207"
"4437","Kcnab2"
"4438","Nphp4"
"4439","A430005L14Rik"
"4440","Dffb"
"4441","Cep104"
"4442","Lrrc47"
"4443","Smim1"
"4444","Trp73"
"4445","Wrap73"
"4446","Tprgl"
"4447","Megf6"
"4448","Arhgef16"
"4449","Prdm16"
"4450","Mmel1"
"4451","Prxl2b"
"4452","Tnfrsf14"
"4453","Pank4"
"4454","Plch2"
"4455","Pex10"
"4456","Rer1"
"4457","Morn1"
"4458","Ski"
"4459","Faap20"
"4460","Prkcz"
"4461","Tmem52"
"4462","Gnb1"
"4463","Nadk"
"4464","Slc35e2"
"4465","Gm16023"
"4466","Gm10563"
"4467","Cdk11b"
"4468","Mmp23"
"4469","Mib2"
"4470","Fndc10"
"4471","Ssu72"
"4472","1500002C15Rik"
"4473","Tmem240"
"4474","Atad3a"
"4475","Atad3aos"
"4476","Vwa1"
"4477","Tmem88b"
"4478","Ankrd65"
"4479","Mrpl20"
"4480","Ccnl2"
"4481","Aurkaip1"
"4482","Mxra8"
"4483","Dvl1"
"4484","Tas1r3"
"4485","Cptp"
"4486","Ints11"
"4487","Pusl1"
"4488","Acap3"
"4489","Ube2j2"
"4490","C1qtnf12"
"4491","B3galt6"
"4492","Sdf4"
"4493","Tnfrsf4"
"4494","Gm16008"
"4495","Tnfrsf18"
"4496","Ttll10"
"4497","Gm13648"
"4498","9430015G10Rik"
"4499","Rnf223"
"4500","Agrn"
"4501","Isg15"
"4502","AW011738"
"4503","Perm1"
"4504","Plekhn1"
"4505","Noc2l"
"4506","Samd11"
"4507","Cdk6"
"4508","Gm17590"
"4509","Fam133b"
"4510","Gm43017"
"4511","1700109H08Rik"
"4512","Rbm48"
"4513","2510017J16Rik"
"4514","Pex1"
"4515","4833413G10Rik"
"4516","Gatad1"
"4517","Ankib1"
"4518","Krit1"
"4519","Lrrd1"
"4520","Mterf1a"
"4521","Akap9"
"4522","Gm43031"
"4523","Cyp51"
"4524","Mterf1b"
"4525","Fzd1"
"4526","Cdk14"
"4527","Gm43112"
"4528","Gm43113"
"4529","Gm43111"
"4530","Gm43623"
"4531","Gm43577"
"4532","Gm10484"
"4533","Gm43727"
"4534","Gm43728"
"4535","Cldn12"
"4536","Gtpbp10"
"4537","Cfap69"
"4538","Steap2"
"4539","Steap1"
"4540","Zfp804b"
"4541","Gm30835"
"4542","Steap4"
"4543","Sri"
"4544","Adam22"
"4545","Dbf4"
"4546","Slc25a40"
"4547","Rundc3b"
"4548","Abcb1a"
"4549","Abcb1b"
"4550","Abcb4"
"4551","Crot"
"4552","Tmem243"
"4553","Dmtf1"
"4554","9330182L06Rik"
"4555","Sema3d"
"4556","Sema3a"
"4557","Sema3e"
"4558","Gm4128"
"4559","Gm21847"
"4560","Gm30613"
"4561","Cacna2d1"
"4562","Hgf"
"4563","Gm28710"
"4564","Sema3c"
"4565","Cd36"
"4566","Gnai1"
"4567","Magi2"
"4568","Phtf2"
"4569","Tmem60"
"4570","Rsbn1l"
"4571","A630072M18Rik"
"4572","Ptpn12"
"4573","Gsap"
"4574","Ccdc146"
"4575","Fgl2"
"4576","Fam185a"
"4577","Fbxl13"
"4578","Lrrc17"
"4579","Armc10"
"4580","Napepld"
"4581","Pmpcb"
"4582","Dnajc2"
"4583","Psmc2"
"4584","Reln"
"4585","Orc5"
"4586","6030443J06Rik"
"4587","Lhfpl3"
"4588","5031425E22Rik"
"4589","Kmt2e"
"4590","Srpk2"
"4591","Gm43566"
"4592","AI506816"
"4593","Pus7"
"4594","Rint1"
"4595","Tomm7"
"4596","2700038G22Rik"
"4597","Fam126a"
"4598","Klhl7"
"4599","Nupl2"
"4600","Nos3"
"4601","Atg9b"
"4602","Abcb8"
"4603","Asic3"
"4604","Cdk5"
"4605","Slc4a2"
"4606","Fastk"
"4607","Tmub1"
"4608","2310074N15Rik"
"4609","Agap3"
"4610","Gbx1"
"4611","Abcf2"
"4612","Chpf2"
"4613","Smarcd3"
"4614","Nub1"
"4615","Gm26648"
"4616","Wdr86"
"4617","Crygn"
"4618","Rheb"
"4619","Prkag2"
"4620","1500035N22Rik"
"4621","2900005J15Rik"
"4622","Galnt11"
"4623","Kmt2c"
"4624","1700096K18Rik"
"4625","Xrcc2"
"4626","Actr3b"
"4627","Dpp6"
"4628","Paxip1"
"4629","Gm26608"
"4630","Insig1"
"4631","Rbm33"
"4632","9530036O11Rik"
"4633","Rnf32"
"4634","Lmbr1"
"4635","4632411P08Rik"
"4636","Nom1"
"4637","Ube3c"
"4638","Gm5129"
"4639","Dnajb6"
"4640","Il6"
"4641","Tyms"
"4642","Gm4961"
"4643","Hadha"
"4644","Hadhb"
"4645","Adgrf3"
"4646","Selenoi"
"4647","Drc1"
"4648","Slc35f6"
"4649","Cenpa"
"4650","Dpysl5"
"4651","Gm42764"
"4652","Mapre3"
"4653","Gm19409"
"4654","Gm15461"
"4655","Tmem214"
"4656","Agbl5"
"4657","Ost4"
"4658","Emilin1"
"4659","Khk"
"4660","Cgref1"
"4661","Preb"
"4662","Slc5a6"
"4663","Atraid"
"4664","Cad"
"4665","Mpv17"
"4666","Gtf3c2"
"4667","Eif2b4"
"4668","Snx17"
"4669","Zfp513"
"4670","Ppm1g"
"4671","Gm9970"
"4672","Nrbp1"
"4673","Krtcap3"
"4674","Ift172"
"4675","Fndc4"
"4676","Gckr"
"4677","Zfp512"
"4678","Gpn1"
"4679","Supt7l"
"4680","Slc4a1ap"
"4681","Gm43660"
"4682","AI839979"
"4683","Mrpl33"
"4684","Rbks"
"4685","Babam2"
"4686","Gm17130"
"4687","Fosl2"
"4688","Plb1"
"4689","Gm36840"
"4690","Gm7596"
"4691","Ppp1cb"
"4692","Gm15614"
"4693","Yes1"
"4694","Pisd"
"4695","Prr14l"
"4696","Depdc5"
"4697","Ywhah"
"4698","Slc5a1"
"4699","Spon2"
"4700","Ctbp1"
"4701","Maea"
"4702","Uvssa"
"4703","Fam53a"
"4704","Gm9903"
"4705","Slbp"
"4706","Tmem129"
"4707","Tacc3"
"4708","Fgfr3"
"4709","Letm1"
"4710","Nsd2"
"4711","Nelfa"
"4712","Gm1673"
"4713","Poln"
"4714","4930557J02Rik"
"4715","Haus3"
"4716","Mxd4"
"4717","Zfyve28"
"4718","Cfap99"
"4719","Gm43458"
"4720","Rnf4"
"4721","Fam193a"
"4722","Tnip2"
"4723","Sh3bp2"
"4724","Add1"
"4725","Mfsd10"
"4726","Nop14"
"4727","Gm15522"
"4728","Grk4"
"4729","Gm42560"
"4730","Htt"
"4731","Msantd1"
"4732","Rgs12"
"4733","Hgfac"
"4734","Lrpap1"
"4735","Cpz"
"4736","Trmt44"
"4737","Acox3"
"4738","Htra3"
"4739","Ablim2"
"4740","Afap1"
"4741","Sorcs2"
"4742","Psapl1"
"4743","2210406O10Rik"
"4744","Grpel1"
"4745","Tada2b"
"4746","Ccdc96"
"4747","Tbc1d14"
"4748","D5Ertd579e"
"4749","Bloc1s4"
"4750","Mrfap1"
"4751","Man2b2"
"4752","Ppp2r2c"
"4753","Wfs1"
"4754","Jakmip1"
"4755","Gm1043"
"4756","Crmp1"
"4757","Evc"
"4758","Evc2"
"4759","Stk32b"
"4760","Msx1"
"4761","Stx18"
"4762","Nsg1"
"4763","Zbtb49"
"4764","Lyar"
"4765","Tmem128"
"4766","Otop1"
"4767","Slc2a9"
"4768","Wdr1"
"4769","Zfp518b"
"4770","Clnk"
"4771","4930513D17Rik"
"4772","Hs3st1"
"4773","Rab28"
"4774","Bod1l"
"4775","Gm16223"
"4776","Gm7854"
"4777","Cpeb2"
"4778","Cc2d2a"
"4779","Fbxl5"
"4780","Bst1"
"4781","Cd38"
"4782","Gm7879"
"4783","Fgfbp1"
"4784","Prom1"
"4785","Gm42716"
"4786","Gm16401"
"4787","Tapt1"
"4788","Gm42982"
"4789","Gm42984"
"4790","D5Ertd615e"
"4791","Qdpr"
"4792","Gm42413"
"4793","Lap3"
"4794","Med28"
"4795","Fam184b"
"4796","Ncapg"
"4797","Lcorl"
"4798","Slit2"
"4799","5730480H06Rik"
"4800","Kcnip4"
"4801","Adgra3"
"4802","Ppargc1a"
"4803","Dhx15"
"4804","9230114K14Rik"
"4805","C130083M11Rik"
"4806","Sod3"
"4807","Ccdc149"
"4808","Sepsecs"
"4809","Pi4k2b"
"4810","Zcchc4"
"4811","Anapc4"
"4812","Slc34a2"
"4813","Sel1l3"
"4814","Smim20"
"4815","Gm45495"
"4816","Rbpj"
"4817","Gm40304"
"4818","Tbc1d19"
"4819","Stim2"
"4820","4932441J04Rik"
"4821","Pcdh7"
"4822","Gm43042"
"4823","Arap2"
"4824","0610040J01Rik"
"4825","Rell1"
"4826","Pgm2"
"4827","Tbc1d1"
"4828","Gm31363"
"4829","Gm3716"
"4830","Gm20033"
"4831","Klf3"
"4832","Tlr6"
"4833","Fam114a1"
"4834","Tmem156"
"4835","Klhl5"
"4836","Wdr19"
"4837","Rfc1"
"4838","Lias"
"4839","Ugdh"
"4840","Smim14"
"4841","Ube2k"
"4842","Gm42726"
"4843","Pds5a"
"4844","N4bp2os"
"4845","N4bp2"
"4846","Rhoh"
"4847","Chrna9"
"4848","9130230L23Rik"
"4849","Rbm47"
"4850","Gm26725"
"4851","Nsun7"
"4852","Apbb2"
"4853","Limch1"
"4854","Gm42670"
"4855","Tmem33"
"4856","Slc30a9"
"4857","Gm43698"
"4858","Bend4"
"4859","C330024D21Rik"
"4860","Atp8a1"
"4861","Gm15478"
"4862","Gm15477"
"4863","Guf1"
"4864","Gnpda2"
"4865","Gabrb1"
"4866","Commd8"
"4867","Corin"
"4868","Nfxl1"
"4869","Nipal1"
"4870","Txk"
"4871","Tec"
"4872","Slain2"
"4873","Gm10135"
"4874","Fryl"
"4875","Ociad1"
"4876","Ociad2"
"4877","Cwh43"
"4878","Dcun1d4"
"4879","Lrrc66"
"4880","Sgcb"
"4881","Usp46"
"4882","Usp46os1"
"4883","Usp46os2"
"4884","Dancr"
"4885","Rasl11b"
"4886","Scfd2"
"4887","Fip1l1"
"4888","Lnx1"
"4889","Chic2"
"4890","Pdgfra"
"4891","Kit"
"4892","Kdr"
"4893","Srd5a3"
"4894","Tmem165"
"4895","Clock"
"4896","Gm7467"
"4897","Exoc1"
"4898","Cep135"
"4899","C530008M17Rik"
"4900","Aasdh"
"4901","Ppat"
"4902","Paics"
"4903","Srp72"
"4904","Arl9"
"4905","1700112J05Rik"
"4906","Hopx"
"4907","Rest"
"4908","Noa1"
"4909","Polr2b"
"4910","Igfbp7"
"4911","Gm34648"
"4912","Adgrl3"
"4913","Gm16054"
"4914","Epha5"
"4915","Cenpc1"
"4916","Stap1"
"4917","Uba6"
"4918","Tmprss11d"
"4919","Tmprss11f"
"4920","Tmprss11b"
"4921","Tmprss11e"
"4922","Ythdc1"
"4923","Sult1d1"
"4924","Csn1s1"
"4925","Csn2"
"4926","Csn1s2a"
"4927","Csn1s2b"
"4928","Prr27"
"4929","Odam"
"4930","1700066N21Rik"
"4931","BC037156"
"4932","Csn3"
"4933","Smr3a"
"4934","Prol1"
"4935","Utp3"
"4936","Rufy3"
"4937","Grsf1"
"4938","Mob1b"
"4939","Dck"
"4940","Slc4a4"
"4941","Adamts3"
"4942","Cox18"
"4943","Ankrd17"
"4944","Gm9958"
"4945","Afp"
"4946","Afm"
"4947","Rassf6"
"4948","Cxcl5"
"4949","Ppbp"
"4950","Pf4"
"4951","Cxcl3"
"4952","Cxcl15"
"4953","Cxcl1"
"4954","Cxcl2"
"4955","Mthfd2l"
"4956","Epgn"
"4957","Gm19610"
"4958","Ereg"
"4959","Areg"
"4960","Gm19619"
"4961","Btc"
"4962","Parm1"
"4963","Rchy1"
"4964","Odaph"
"4965","Cdkl2"
"4966","G3bp2"
"4967","Uso1"
"4968","U90926"
"4969","Naaa"
