"","x"
"9282","Kif23"
"9283","Paqr5"
"9284","Glce"
"9285","Gm35288"
"9286","Anp32a"
"9287","Coro2b"
"9288","Itga11"
"9289","Fem1b"
"9290","Cln6"
"9291","Calml4"
"9292","Pias1"
"9293","Map2k5"
"9294","2300009A05Rik"
"9295","Gm16759"
"9296","Iqch"
"9297","Aagab"
"9298","Smad3"
"9299","Gm36033"
"9300","Smad6"
"9301","Zwilch"
"9302","Snapc5"
"9303","Map2k1"
"9304","Gm48855"
"9305","Uchl4"
"9306","Tipin"
"9307","Dis3l"
"9308","Megf11"
"9309","Rab11a"
"9310","Dennd4a"
"9311","Ints14"
"9312","Hacd3"
"9313","Dpp8"
"9314","Gm47350"
"9315","Parp16"
"9316","Clpx"
"9317","Gm39363"
"9318","Pdcd7"
"9319","Ubap1l"
"9320","Kbtbd13"
"9321","Rasl12"
"9322","Mtfmt"
"9323","Gm47270"
"9324","Spg21"
"9325","Ankdd1a"
"9326","Gm17749"
"9327","Plekho2"
"9328","Pif1"
"9329","Rbpms2"
"9330","Oaz2"
"9331","Zfp609"
"9332","Trip4"
"9333","Pclaf"
"9334","Csnk1g1"
"9335","Ppib"
"9336","Snx22"
"9337","Snx1"
"9338","Ciao2a"
"9339","Dapk2"
"9340","Herc1"
"9341","Gm28379"
"9342","Fbxl22"
"9343","Usp3"
"9344","Gm15563"
"9345","Car12"
"9346","Aph1b"
"9347","Aph1c"
"9348","Rab8b"
"9349","Lactb"
"9350","Tpm1"
"9351","Gm19299"
"9352","Tln2"
"9353","M5C1000I18Rik"
"9354","C2cd4b"
"9355","C2cd4a"
"9356","Vps13c"
"9357","Rora"
"9358","Gm15511"
"9359","Ice2"
"9360","Anxa2"
"9361","Gm16144"
"9362","Gm28731"
"9363","Bnip2"
"9364","Gtf2a2"
"9365","Fam81a"
"9366","Myo1e"
"9367","Ccnb2"
"9368","Rnf111"
"9369","Sltm"
"9370","Mindy2"
"9371","Gm10642"
"9372","Adam10"
"9373","Lipc"
"9374","Aqp9"
"9375","Gm32511"
"9376","Polr2m"
"9377","Myzap"
"9378","Cgnl1"
"9379","Tcf12"
"9380","Gm27188"
"9381","Gm27253"
"9382","Zfp280d"
"9383","BC065403"
"9384","Mns1"
"9385","Tex9"
"9386","4930509E16Rik"
"9387","Rfx7"
"9388","Gm27241"
"9389","Gm27232"
"9390","Nedd4"
"9391","Prtg"
"9392","Pygo1"
"9393","Dnaaf4"
"9394","Ccpg1os"
"9395","Ccpg1"
"9396","Pigb"
"9397","2310009A05Rik"
"9398","Rab27a"
"9399","Rsl24d1"
"9400","Gm27211"
"9401","Unc13c"
"9402","Wdr72"
"9403","Fam214a"
"9404","Arpp19"
"9405","Myo5a"
"9406","Myo5c"
"9407","Gnb5"
"9408","Gm19531"
"9409","Gm48677"
"9410","Mapk6"
"9411","4933433G15Rik"
"9412","Leo1"
"9413","Tmod3"
"9414","Tmod2"
"9415","Lysmd2"
"9416","Scg3"
"9417","Gm26903"
"9418","Hmgcll1"
"9419","Fam83b"
"9420","Tinag"
"9421","Mlip"
"9422","5730403I07Rik"
"9423","Lrrc1"
"9424","Gm19569"
"9425","Gclc"
"9426","Gm47818"
"9427","Elovl5"
"9428","Gm34829"
"9429","Fbxo9"
"9430","Ick"
"9431","Gsta4"
"9432","Ddx43"
"9433","Cgas"
"9434","Gm17324"
"9435","Mto1"
"9436","Eef1a1"
"9437","Slc17a5"
"9438","Cd109"
"9439","Gm10635"
"9440","Col12a1"
"9441","Cox7a2"
"9442","Tmem30a"
"9443","4930429F24Rik"
"9444","Filip1"
"9445","Senp6"
"9446","Gm17477"
"9447","Myo6"
"9448","Gm27227"
"9449","Gm26713"
"9450","Htr1b"
"9451","Irak1bp1"
"9452","Phip"
"9453","Hmgn3"
"9454","Lca5"
"9455","Sh3bgrl2"
"9456","Elovl4"
"9457","Ttk"
"9458","Gm36278"
"9459","Bckdhb"
"9460","Gm46124"
"9461","Tent5a"
"9462","Ibtk"
"9463","9330154J02Rik"
"9464","Tpbg"
"9465","Ube2cbp"
"9466","Dop1a"
"9467","Pgm3"
"9468","Rwdd2a"
"9469","Me1"
"9470","A330041J22Rik"
"9471","Prss35"
"9472","Cyb5r4"
"9473","Cep162"
"9474","Gm28231"
"9475","Nt5e"
"9476","Snx14"
"9477","Gm28229"
"9478","Syncrip"
"9479","Snhg5"
"9480","Zfp949"
"9481","Trim43a"
"9482","9430037G07Rik"
"9483","Mthfsl"
"9484","Gm10634"
"9485","Bcl2a1d"
"9486","Trim43c"
"9487","9330159M07Rik"
"9488","Gm2396"
"9489","Bcl2a1a"
"9490","4930579C12Rik"
"9491","Bcl2a1b"
"9492","Mthfs"
"9493","Tmed3"
"9494","Rasgrf1"
"9495","Ctsh"
"9496","Morf4l1"
"9497","Adamts7"
"9498","Tbc1d2b"
"9499","Plscr1"
"9500","Plscr2"
"9501","1700057G04Rik"
"9502","Plscr4"
"9503","Plod2"
"9504","Dipk2a"
"9505","Slc9a9"
"9506","Chst2"
"9507","U2surp"
"9508","Gm28424"
"9509","Pcolce2"
"9510","Trpc1"
"9511","Pls1"
"9512","Atr"
"9513","Gm16794"
"9514","Xrn1"
"9515","C78334"
"9516","Gm28085"
"9517","Gk5"
"9518","Tfdp2"
"9519","Atp1b3"
"9520","BC043934"
"9521","Rnf7"
"9522","Gm28729"
"9523","Rasa2"
"9524","Zbtb38"
"9525","A930006L05Rik"
"9526","Pxylp1"
"9527","Spsb4"
"9528","Gm16010"
"9529","Gm19325"
"9530","Slc25a36"
"9531","Gm16185"
"9532","Nmnat3"
"9533","Rbp1"
"9534","Rbp2"
"9535","4930579K19Rik"
"9536","Copb2"
"9537","Mrps22"
"9538","Gm37637"
"9539","Faim"
"9540","Gm1123"
"9541","Pik3cb"
"9542","Cep70"
"9543","4930422M22Rik"
"9544","Esyt3"
"9545","Mras"
"9546","Nme9"
"9547","Armc8"
"9548","Dbr1"
"9549","Dzip1l"
"9550","Gm47757"
"9551","Sox14"
"9552","Il20rb"
"9553","Nck1"
"9554","Gm28586"
"9555","Slc35g2"
"9556","Stag1"
"9557","Pccb"
"9558","Msl2"
"9559","Ppp2r3a"
"9560","Gm29521"
"9561","Ephb1"
"9562","Cep63"
"9563","Anapc13"
"9564","Amotl2"
"9565","Gm5627"
"9566","Ryk"
"9567","Slco2a1"
"9568","Gm47468"
"9569","Rab6b"
"9570","Srprb"
"9571","Trf"
"9572","1300017J02Rik"
"9573","Topbp1"
"9574","Cdv3"
"9575","Tmem108"
"9576","Nphp3"
"9577","Uba5"
"9578","Acad11"
"9579","Ackr4"
"9580","Dnajc13"
"9581","Acpp"
"9582","Cpne4"
"9583","Mrpl3"
"9584","Gm47106"
"9585","Nudt16"
"9586","Nek11"
"9587","Aste1"
"9588","Atp2c1"
"9589","Gm19667"
"9590","Pik3r4"
"9591","Col6a6"
"9592","Glyctk"
"9593","Wdr82"
"9594","Ppm1m"
"9595","Twf2"
"9596","Alas1"
"9597","Poc1a"
"9598","Gm29123"
"9599","Dusp7"
"9600","Acy1"
"9601","Abhd14a"
"9602","Abhd14b"
"9603","Pcbp4"
"9604","Parp3"
"9605","Rrp9"
"9606","Tex264"
"9607","Rad54l2"
"9608","Dcaf1"
"9609","Manf"
"9610","Rbm15b"
"9611","4930524O07Rik"
"9612","Dock3"
"9613","Mapkapk3"
"9614","Cish"
"9615","Gm17041"
"9616","Hemk1"
"9617","6430571L13Rik"
"9618","Cacna2d2"
"9619","Tmem115"
"9620","Cyb561d2"
"9621","Nprl2"
"9622","Zmynd10"
"9623","Rassf1"
"9624","Gm9917"
"9625","Tusc2"
"9626","Hyal2"
"9627","Gm16343"
"9628","Hyal1"
"9629","Naa80"
"9630","Hyal3"
"9631","Ifrd2"
"9632","Lsmem2"
"9633","Gm38150"
"9634","Sema3b"
"9635","Gnai2"
"9636","Slc38a3"
"9637","Gnat1"
"9638","Sema3f"
"9639","Rbm5"
"9640","Rbm6"
"9641","Mon1a"
"9642","Mst1r"
"9643","Traip"
"9644","Uba7"
"9645","Inka1"
"9646","Cdhr4"
"9647","Ip6k1"
"9648","Gm38134"
"9649","Gmppb"
"9650","Rnf123"
"9651","Gm20529"
"9652","Amigo3"
"9653","Apeh"
"9654","Bsn"
"9655","Dag1"
"9656","Nicn1"
"9657","Amt"
"9658","Tcta"
"9659","Rhoa"
"9660","Gm37401"
"9661","Gpx1"
"9662","Usp4"
"9663","Gm37963"
"9664","1700102P08Rik"
"9665","Klhdc8b"
"9666","Ccdc71"
"9667","Lamb2"
"9668","Usp19"
"9669","Qars"
"9670","Qrich1"
"9671","Impdh2"
"9672","Ndufaf3"
"9673","4833445I07Rik"
"9674","Dalrd3"
"9675","Wdr6"
"9676","P4htm"
"9677","Arih2"
"9678","Slc25a20"
"9679","Prkar2a"
"9680","Ip6k2"
"9681","Nckipsd"
"9682","Slc26a6"
"9683","Uqcrc1"
"9684","Col7a1"
"9685","Ucn2"
"9686","Pfkfb4"
"9687","Shisa5"
"9688","Trex1"
"9689","Atrip"
"9690","Tma7"
"9691","Ccdc51"
"9692","Gm7628"
"9693","Plxnb1"
"9694","Spink8"
"9695","Nme6"
"9696","Camp"
"9697","Cdc25a"
"9698","Map4"
"9699","Dhx30"
"9700","Smarcc1"
"9701","Cspg5"
"9702","Elp6"
"9703","Scap"
"9704","Ptpn23"
"9705","Ngp"
"9706","Klhl18"
"9707","Kif9"
"9708","Setd2"
"9709","Nradd"
"9710","Nbeal2"
"9711","Ccdc12"
"9712","Gm35715"
"9713","Pth1r"
"9714","Tmie"
"9715","Als2cl"
"9716","Lrrc2"
"9717","Gm10030"
"9718","Ltf"
"9719","Ccrl2"
"9720","Lrrfip2"
"9721","Mlh1"
"9722","Epm2aip1"
"9723","Stac"
"9724","Pdcd6ip"
"9725","Clasp2"
"9726","Ubp1"
"9727","Fbxl2"
"9728","4930520O04Rik"
"9729","Crtap"
"9730","Glb1"
"9731","Tmppe"
"9732","Ccr4"
"9733","Cnot10"
"9734","Dync1li1"
"9735","Cmtm6"
"9736","Cmtm7"
"9737","Gm9888"
"9738","Cmtm8"
"9739","Gpd1l"
"9740","Osbpl10"
"9741","Gm4665"
"9742","Stt3b"
"9743","Gadl1"
"9744","Tgfbr2"
"9745","Gm48038"
"9746","Gm31410"
"9747","D730003K21Rik"
"9748","Rbms3"
"9749","Zcwpw2"
"9750","Azi2"
"9751","Cmc1"
"9752","Gm17399"
"9753","Eomes"
"9754","Gm33460"
"9755","Golga4"
"9756","Gm45897"
"9757","Itga9"
"9758","Gm2415"
"9759","Ctdspl"
"9760","Vill"
"9761","Plcd1"
"9762","Dlec1"
"9763","Acaa1b"
"9764","Slc22a14"
"9765","Oxsr1"
"9766","Myd88"
"9767","Acaa1a"
"9768","Xylb"
"9769","Acvr2b"
"9770","Exog"
"9771","Scn5a"
"9772","Gm2449"
"9773","Wdr48"
"9774","Cx3cr1"
"9775","Gorasp1"
"9776","Ttc21a"
"9777","Csrnp1"
"9778","1700019L13Rik"
"9779","Ccr8"
"9780","Slc25a38"
"9781","Gm38642"
"9782","Myrip"
"9783","D830035M03Rik"
"9784","Eif1b"
"9785","Entpd3"
"9786","5830454E08Rik"
"9787","Ctnnb1"
"9788","Ulk4"
"9789","Gm34655"
"9790","Trak1"
"9791","Cck"
"9792","Lyzl4"
"9793","Lyzl4os"
"9794","Vipr1"
"9795","Sec22c"
"9796","Ss18l2"
"9797","Nktr"
"9798","E530011L22Rik"
"9799","Zfp651"
"9800","Ccdc13"
"9801","Higd1a"
"9802","Gm47112"
"9803","Gm47113"
"9804","1700048O20Rik"
"9805","Pomgnt2"
"9806","Snrk"
"9807","Gm47121"
"9808","Ano10"
"9809","Gm26797"
"9810","Abhd5"
"9811","A730085K08Rik"
"9812","9530059O14Rik"
"9813","Tcaim"
"9814","Gm35549"
"9815","Zfp445"
"9816","Gm47140"
"9817","A530083I20Rik"
"9818","Zkscan7"
"9819","Zfp105"
"9820","1110059G10Rik"
"9821","Kif15"
"9822","Gm9856"
"9823","Tmem42"
"9824","Tgm4"
"9825","Zdhhc3"
"9826","Exosc7"
"9827","Clec3b"
"9828","Cdcp1"
"9829","Tmem158"
"9830","Gm47162"
"9831","Lars2"
"9832","Limd1"
"9833","Sacm1l"
"9834","Slc6a20b"
"9835","Ccr9"
"9836","Lztfl1"
"9837","Gm17021"
"9838","Fyco1"
"9839","Cxcr6"
"9840","Ccr1"
"9841","Ccr2"
"9842","Ccr5"
"9843","Gm39469"
"9844","2010315B03Rik"
"9845","Ppp2r3d"
"9846","Ppp1r14c"
"9847","Plekhg1"
"9848","Mthfd1l"
"9849","Akap12"
"9850","Zbtb2"
"9851","Gm21781"
"9852","Rmnd1"
"9853","Gm16153"
"9854","Armt1"
"9855","Ccdc170"
"9856","Esr1"
"9857","Syne1"
"9858","Fbxo5"
"9859","Mtrf1l"
"9860","Oprm1"
"9861","Ipcef1"
"9862","Cnksr3"
"9863","Ulbp1"
"9864","Lrp11"
"9865","Pcmt1"
"9866","Nup43"
"9867","Lats1"
"9868","Katna1"
"9869","Gm20470"
"9870","Ginm1"
"9871","B430219N15Rik"
"9872","Ppil4"
"9873","Zc3h12d"
"9874","Tab2"
"9875","Gm48614"
"9876","Gm30906"
"9877","Ust"
"9878","Sash1"
"9879","Gm26674"
"9880","Gm48727"
"9881","Gm48749"
"9882","Samd5"
"9883","Stxbp5"
"9884","Gm46210"
"9885","Rab32"
"9886","Shprh"
"9887","4930432B10Rik"
"9888","Fbxo30"
"9889","Epm2a"
"9890","Utrn"
"9891","B230208H11Rik"
"9892","Stx11"
"9893","Sf3b5"
"9894","Plagl1"
"9895","Ltv1"
"9896","Phactr2"
"9897","Fuca2"
"9898","Pex3"
"9899","Adat2"
"9900","Aig1"
"9901","Hivep2"
"9902","Gm28289"
"9903","Adgrg6"
"9904","Gm46212"
"9905","Vta1"
"9906","Gm16234"
"9907","Nmbr"
"9908","Gm47710"
"9909","Gm47771"
"9910","Cited2"
"9911","Txlnb"
"9912","Heca"
"9913","Abracl"
"9914","Reps1"
"9915","Ect2l"
"9916","Ccdc28a"
"9917","Gm10827"
"9918","Nhsl1"
"9919","Hebp2"
"9920","Arfgef3"
"9921","Gm32926"
"9922","Perp"
"9923","Tnfaip3"
"9924","Gm20139"
"9925","Gm33104"
"9926","Ifngr1"
"9927","Il20ra"
"9928","Slc35d3"
"9929","Pex7"
"9930","Map3k5"
"9931","Map7"
"9932","4930405J17Rik"
"9933","Gm48249"
"9934","4933406P04Rik"
"9935","Bclaf1"
"9936","Mtfr2"
"9937","Pde7b"
"9938","Gm48651"
"9939","Ahi1"
"9940","Gm20149"
"9941","Myb"
"9942","Hbs1l"
"9943","4930455C13Rik"
"9944","Aldh8a1"
"9945","Gm5420"
"9946","Sgk1"
"9947","E030030I06Rik"
"9948","Raet1e"
"9949","Gm26740"
"9950","Slc2a12"
"9951","Tbpl1"
"9952","Eya4"
"9953","Slc18b1"
"9954","Gm40614"
"9955","Stx7"
"9956","Moxd1"
"9957","Gm15270"
"9958","Ccn2"
"9959","Enpp1"
"9960","Enpp3"
"9961","Med23"
"9962","Arg1"
"9963","Gm36172"
"9964","Akap7"
"9965","Epb41l2"
"9966","Samd3"
"9967","L3mbtl3"
"9968","Arhgap18"
"9969","Lama2"
"9970","Ptprk"
"9971","Themis"
"9972","2310057J18Rik"
"9973","Soga3"
"9974","9330159F19Rik"
"9975","Gm46218"
"9976","Echdc1"
"9977","Rnf146"
"9978","Rspo3"
"9979","Cenpw"
"9980","Trmt11"
"9981","Gm20300"
"9982","Hint3"
"9983","Ncoa7"
"9984","Hey2"
"9985","Hddc2"
"9986","Tpd52l1"
"9987","Gm48094"
"9988","Rnf217"
"9989","Nkain2"
"9990","Zup1"
"9991","A830082N09Rik"
"9992","Rwdd1"
"9993","Gm48045"
"9994","Trappc3l"
"9995","Calhm5"
"9996","Calhm6"
"9997","Dse"
"9998","Tspyl1"
"9999","Nt5dc1"
"10000","Gm47512"
"10001","Tspyl4"
"10002","Col10a1"
"10003","Frk"
"10004","Amd2"
"10005","Hs3st5"
"10006","Hdac2"
"10007","Marcks"
"10008","5930403N24Rik"
"10009","Lama4"
"10010","Fam229b"
"10011","Tube1"
"10012","Fyn"
"10013","Gm16364.1"
"10014","Traf3ip2"
"10015","E130307A14Rik"
"10016","Rev3l"
"10017","Mfsd4b4"
"10018","4930547M16Rik"
"10019","Mfsd4b5"
"10020","Mfsd4b1"
"10021","Slc16a10"
"10022","Rpf2"
"10023","Gtf3c6"
"10024","Amd1"
"10025","Cdk19"
"10026","Cdk19os"
"10027","Ddo"
"10028","Mettl24"
"10029","Cdc40"
"10030","Wasf1"
"10031","Fig4"
"10032","Ak9"
"10033","Zbtb24"
"10034","Mical1"
"10035","Smpd2"
"10036","Ppil6"
"10037","Cd164"
"10038","Ccdc162"
"10039","Cep57l1"
"10040","BC048559"
"10041","Sesn1"
"10042","Armc2"
"10043","Foxo3"
"10044","Afg1l"
"10045","Snx3"
"10046","Ostm1"
"10047","Sec63"
"10048","Scml4"
"10049","Gm34006"
"10050","Gm48671"
"10051","Sobp"
"10052","Pdss2"
"10053","Bend3"
"10054","Gm47889"
"10055","Gm9803"
"10056","1700021F05Rik"
"10057","Cd24a"
"10058","F930017D23Rik"
"10059","1700027J07Rik"
"10060","Qrsl1"
"10061","Rtn4ip1"
"10062","Crybg1"
"10063","Atg5"
"10064","Prdm1"
"10065","Prep"
"10066","Popdc3"
"10067","Hace1"
"10068","Grik2"
"10069","Ascc3"
"10070","Lilr4b"
"10071","Lilrb4a"
"10072","Dcbld1"
"10073","Gopc"
"10074","Nus1"
"10075","Slc35f1"
"10076","Cep85l"
"10077","Pln"
"10078","Gm47644"
"10079","Gm40650"
"10080","Gm20597"
"10081","Mcm9"
"10082","Asf1a"
"10083","Fam184a"
"10084","Man1a"
"10085","Gm16998"
"10086","Tbc1d32"
"10087","Msl3l2"
"10088","Gja1"
"10089","Hsf2"
"10090","Serinc1"
"10091","Pkib"
"10092","Smpdl3a"
"10093","Gcc2"
"10094","Lims1"
"10095","Ranbp2"
"10096","Ccdc138"
"10097","Edar"
"10098","Sh3rf3"
"10099","Sept10"
"10100","Sowahc"
"10101","P4ha1"
"10102","Mcu"
"10103","Micu1"
"10104","Dnajb12"
"10105","Ddit4"
"10106","Anapc16"
"10107","Ascc1"
"10108","Spock2"
"10109","Chst3"
"10110","Psap"
"10111","Cdh23"
"10112","Vsir"
"10113","Gm17455"
"10114","Slc29a3"
"10115","Unc5b"
"10116","Pcbd1"
"10117","Sgpl1"
"10118","Adamts14"
"10119","Prf1"
"10120","Pald1"
"10121","Eif4ebp2"
"10122","Gm48086"
"10123","D830039M14Rik"
"10124","Lrrc20"
"10125","Ppa1"
"10126","1700022H01Rik"
"10127","Sar1a"
"10128","Tysnd1"
"10129","Aifm2"
"10130","H2afy2"
"10131","Col13a1"
"10132","Fam241b"
"10133","Tspan15"
"10134","Hk1"
"10135","Hk1os"
"10136","Supv3l1"
"10137","4930507D05Rik"
"10138","Vps26a"
"10139","Srgn"
"10140","Kif1bp"
"10141","4933428P19Rik"
"10142","Ddx21"
"10143","Gm47257"
"10144","Ddx50"
"10145","Ccar1"
"10146","Tet1"
"10147","Slc25a16"
"10148","Dna2"
"10149","Rufy2"
"10150","Hnrnph3"
"10151","Pbld2"
"10152","Pbld1"
"10153","1700120B22Rik"
"10154","Herc4"
"10155","Gm26789"
"10156","Sirt1"
"10157","Dnajc12"
"10158","Ctnna3"
"10159","Gm31763"
"10160","Reep3"
"10161","Jmjd1c"
"10162","Nrbf2"
"10163","Gm49454"
"10164","Egr2"
"10165","Ado"
"10166","Gm32364"
"10167","Zfp365"
"10168","Rtkn2"
"10169","Arid5b"
"10170","Cabcoco1"
"10171","Rhobtb1"
"10172","A930033H14Rik"
"10173","Cdk1"
"10174","Ank3"
"10175","Ccdc6"
"10176","Mrln"
"10177","Slc16a9"
"10178","Phyhipl"
"10179","Bicc1"
"10180","Tfam"
"10181","Ube2d1"
"10182","Cisd1"
"10183","Ipmk"
"10184","Zwint"
"10185","Pcdh15"
"10186","Gm15398"
"10187","Gnaz"
"10188","Rab36"
"10189","Bcr"
"10190","Specc1l"
"10191","Adora2a"
"10192","Gucd1"
"10193","Upb1"
"10194","Snrpd3"
"10195","Lrrc75b"
"10196","Ggt1"
"10197","Ggt5"
"10198","Susd2"
"10199","Cabin1"
"10200","Ddt"
"10201","Gstt3"
"10202","Gstt1"
"10203","Gstt4"
"10204","Gstt2"
"10205","Mif"
"10206","Derl3"
"10207","Smarcb1"
"10208","Mmp11"
"10209","Chchd10"
"10210","Gm5134"
"10211","Zfp280b"
"10212","Prmt2"
"10213","S100b"
"10214","Dip2a"
"10215","Gm16240"
"10216","Pcnt"
"10217","1700094J05Rik"
"10218","2610028H24Rik"
"10219","Ybey"
"10220","Mcm3ap"
"10221","Lss"
"10222","4930483K19Rik"
"10223","Col6a2"
"10224","Col6a1"
"10225","Pcbp3"
"10226","Slc19a1"
"10227","Col18a1"
"10228","Gm10941"
"10229","Pofut2"
"10230","Adarb1"
"10231","Fam207a"
"10232","Itgb2"
"10233","Pttg1ip"
"10234","Sumo3"
"10235","Ube2g2"
"10236","Tspear"
"10237","Lrrc3"
"10238","Trpm2"
"10239","Cfap410"
"10240","Pfkl"
"10241","Icosl"
"10242","Gatd3a"
"10243","Pwp2"
"10244","Trappc10"
"10245","Gm30122"
"10246","Agpat3"
"10247","Rrp1"
"10248","Cstb"
"10249","4921516A02Rik"
"10250","Pdxk"
"10251","Ilvbl"
"10252","Syde1"
"10253","Casp14"
"10254","Olfr57"
"10255","2610008E11Rik"
"10256","Gm47015"
"10257","Plpp2"
"10258","Mier2"
"10259","Tpgs1"
"10260","Cdc34"
"10261","Gzmm"
"10262","Bsg"
"10263","Hcn2"
"10264","Polrmt"
"10265","Rnf126"
"10266","Fstl3"
"10267","Prss57"
"10268","Palm"
"10269","Misp"
"10270","E130317F20Rik"
"10271","Ptbp1"
"10272","Plppr3"
"10273","Gm17134"
"10274","Prtn3"
"10275","Elane"
"10276","Med16"
"10277","R3hdm4"
"10278","Gm26602"
"10279","Kiss1r"
"10280","Arid3a"
"10281","Wdr18"
"10282","Grin3b"
"10283","Tmem259"
"10284","Cnn2"
"10285","Abca7"
"10286","Arhgap45"
"10287","Polr2e"
"10288","Gpx4"
"10289","Sbno2"
"10290","Stk11"
"10291","Cbarp"
"10292","Atp5d"
"10293","Midn"
"10294","Cirbp"
"10295","1600002K03Rik"
"10296","Efna2"
"10297","Pwwp3a"
"10298","Ndufs7"
"10299","Gamt"
"10300","Dazap1"
"10301","Gm15122"
"10302","Apc2"
"10303","2310011J03Rik"
"10304","Pcsk4"
"10305","Reep6"
"10306","Adamtsl5"
"10307","Plk5"
"10308","Mex3d"
"10309","Mbd3"
"10310","Uqcr11"
"10311","Tcf3"
"10312","Rexo1"
"10313","Klf16"
"10314","Abhd17a"
"10315","Scamp4"
"10316","Adat3"
"10317","Gm49322"
"10318","Csnk1g2"
"10319","Btbd2"
"10320","Mknk2"
"10321","Mob3a"
"10322","Izumo4"
"10323","Ap3d1"
"10324","Dot1l"
"10325","Gm17151"
"10326","Plekhj1"
"10327","Sf3a2"
"10328","Amh"
"10329","Oaz1"
"10330","Lsm7"
"10331","Sppl2b"
"10332","Tmprss9"
"10333","Timm13"
"10334","Lmnb2"
"10335","Gadd45b"
"10336","Gng7"
"10337","Slc39a3"
"10338","Sgta"
"10339","Thop1"
"10340","Map2k2"
"10341","Zbtb7a"
"10342","Pias4"
"10343","Eef2"
"10344","Dapk3"
"10345","Atcayos"
"10346","Zfr2"
"10347","Matk"
"10348","Mrpl54"
"10349","Apba3"
"10350","Tjp3"
"10351","Pip5k1c"
"10352","Gm16315"
"10353","Cactin"
"10354","Tbxa2r"
"10355","Hmg20b"
"10356","Mfsd12"
"10357","4930404N11Rik"
"10358","Fzr1"
"10359","Dohh"
"10360","Gm48552"
"10361","Smim24"
"10362","Nfic"
"10363","Gm16104"
"10364","Celf5"
"10365","Ncln"
"10366","S1pr4"
"10367","Gna15"
"10368","Gm47697"
"10369","Gna11"
"10370","Tle5"
"10371","Tle2"
"10372","Tle6"
"10373","BC025920"
"10374","Sirt6"
"10375","Ankrd24"
"10376","Gm10778"
"10377","Zfp433"
"10378","Gm3055"
"10379","Zfp781"
"10380","Zfp873"
"10381","BC024063"
"10382","AU041133"
"10383","Gm15608"
"10384","Zfp938"
"10385","Gm4924"
"10386","1190007I07Rik"
"10387","Tdg"
"10388","Glt8d2"
"10389","Hcfc2"
"10390","Nfyb"
"10391","Txnrd1"
"10392","Gm38560"
"10393","Eid3"
"10394","Chst11"
"10395","1700025N21Rik"
"10396","Slc41a2"
"10397","D10Wsu102e"
"10398","Aldh1l2"
"10399","Washc4"
"10400","Appl2"
"10401","1500009L16Rik"
"10402","Nuak1"
"10403","Gm47962"
"10404","Ckap4"
"10405","Tcp11l2"
"10406","Gm17249"
"10407","Polr3b"
"10408","Ric8b"
"10409","Fhl4"
"10410","Tmem263"
"10411","Mterf2"
"10412","Cry1"
"10413","Btbd11"
"10414","Pwp1"
"10415","Prdm4"
"10416","Ascl4"
"10417","Rtcb"
"10418","Bpifc"
"10419","A230060F14Rik"
"10420","Fbxo7"
"10421","Syn3"
"10422","Timp3"
"10423","Hsp90b1"
"10424","Gm15344"
"10425","Ttc41"
"10426","Nt5dc3"
"10427","Gm16268"
"10428","Stab2"
"10429","Igf1"
"10430","Parpbp"
"10431","Nup37"
"10432","Washc3"
"10433","Dram1"
"10434","Gnptab"
"10435","Gm16235"
"10436","Chpt1"
"10437","Sycp3"
"10438","Arl1"
"10439","Utp20"
"10440","Slc5a8"
"10441","Ano4"
"10442","Gas2l3"
"10443","Slc17a8"
"10444","Scyl2"
"10445","1500026H17Rik"
"10446","Actr6"
"10447","Uhrf1bp1l"
"10448","Anks1b"
"10449","Apaf1"
"10450","Ikbip"
"10451","Slc25a3"
"10452","Tmpo"
"10453","Rmst"
"10454","Gm20757"
"10455","Nedd1"
"10456","Cfap54"
"10457","Cdk17"
"10458","Elk3"
"10459","Gm32688"
"10460","Gm17745"
"10461","Lta4h"
"10462","Hal"
"10463","Amdhd1"
"10464","Snrpf"
"10465","Ntn4"
"10466","Metap2"
"10467","Vezt"
"10468","Fgd6"
"10469","Nr2c1"
"10470","Ndufa12"
"10471","Tmcc3"
"10472","Tmcc3os"
"10473","Cep83os"
"10474","Cep83"
"10475","Gm48689"
"10476","Plxnc1"
"10477","Gm29684"
"10478","Cradd"
"10479","Gm48882"
"10480","2310039L15Rik"
"10481","Socs2"
"10482","5730420D15Rik"
"10483","Mrpl42"
"10484","Ube2n"
"10485","Nudt4"
"10486","4732465J04Rik"
"10487","Eea1"
"10488","Gm48427"
"10489","Gm33782"
"10490","Btg1"
"10491","Gm48521"
"10492","Dcn"
"10493","Lum"
"10494","Gm10754"
"10495","Gm5427"
"10496","Atp2b1"
"10497","Gm48768"
"10498","Poc1b"
"10499","Galnt4"
"10500","Gm34574"
"10501","Gm34777"
"10502","Dusp6"
"10503","Gm34921"
"10504","Gm48089"
"10505","B530045E10Rik"
"10506","Gm35035"
"10507","Gm34983"
"10508","Gm20110"
"10509","Gm35101"
"10510","Gm47578"
"10511","Kitl"
"10512","Tmtc3"
"10513","Cep290"
"10514","4930430F08Rik"
"10515","Mgat4c"
"10516","Rassf9"
"10517","Lrriq1"
"10518","Slc6a15"
"10519","Tmtc2"
"10520","Gm15663"
"10521","Mettl25"
"10522","Ccdc59"
"10523","Acss3"
"10524","Gm29685"
"10525","Ppp1r12a"
"10526","Pawr"
"10527","Gm36283"
"10528","Syt1"
"10529","Nav3"
"10530","9230102K24Rik"
"10531","E2f7"
