"__mclCluster","EnrichmentMap::Data Set","EnrichmentMap::Overlap_genes","EnrichmentMap::Overlap_size","EnrichmentMap::similarity_coefficient","interaction","name","selected","shared interaction","shared name"
"1","Data Set 1","IL4|TBX21|IL12B|ZP3|SLAMF1|GATA3|HSPA8|H2-M3|STX7|RSAD2|CYRIB|NCKAP1L|TAP2|IL23A|IL6|HSPD1|IL18R1|IL1R1|PTPRC|CD55|MR1|XCL1|TNFSF4|TRAF2|TRAF6|IL1B|IL12A|MAP3K7|PRKCZ|P2RX7|KLRD1|FADD|SASH3|MALT1|NLRP3|ZBTB1|DPP4|H2-EA|ARID5A|CD81|IL18|FOXP3|PVR|FBXO38|FZD5|CD24A|CCR2|NOD2|DENND1B|B2M|H2-K1|NECTIN2|GM49339|HMGB1|H2-T23|DUSP22|H2-D1|SLC22A13|CEACAM1|LILR4B|LILRB4A","61","0.782051282051282","Geneset_Overlap","GO:0002709 (Geneset_Overlap_Data Set 1) GO:0050778","false","Geneset_Overlap","GO:0002709 (Geneset_Overlap_Data Set 1) GO:0050778"
"1","Data Set 1","IL4|TBX21|STAT6|PAXIP1|TGFB1|STAT5A|IL12B|ZP3|FCER1A|FCER2A|SH2D1A|SLAMF6|SLAMF1|GATA3|HSPA8|FCGR1|H2-M3|ATAD5|CD40|TNFSFM13|STX7|RSAD2|STAT5B|CYRIB|TFRC|TREM2|MSH2|C3|TAP2|TNF|LTA|IL23A|6030468B19RIK|IL6|HSPD1|CD28|IL18RAP|IL18R1|IL1R1|PTPRC|CD55|MR1|XCL1|TNFSF4|TRAF2|TRAF6|RASGRP1|IL1B|IL21|IL2|IL12A|MAP3K7|EXOSC3|MAD2L2|PRKCZ|P2RX7|HMCES|LAG3|KLRK1|KLRD1|KLRC1|PAGR1A|HPX|FADD|SASH3|BTK|LAMP1|AP1G1|CRTAM|CADM1|MLH1|MALT1|NLRP3|KLRC3|ZBTB1|CD226|VAV1|DPP4|RIF1|H2-EA|ARID5A|CD81|CD160|IL18|GIMAP3|CLNK|FOXP3|PVR|CLCF1|SHLD2|FBXO38|GIMAP5|TRP53BP1|SHLD1|FZD5|KMT5B|CD24A|KLRE1|KLRC2|RAET1E|IFNG|NOD2|DENND1B|NSD2|FCER1G|KMT5C|B2M|H2-K1|NECTIN2|H2-T23|H2-D1|SH2D1B2|SLC22A13|ULBP1|TNFSF13|GM42742|EXOSC6|SHLD3","118","1.0","Geneset_Overlap","GO:0002708 (Geneset_Overlap_Data Set 1) GO:0050778","false","Geneset_Overlap","GO:0002708 (Geneset_Overlap_Data Set 1) GO:0050778"
"1","Data Set 1","IL4|TBX21|IL12B|ZP3|SLAMF1|GATA3|HSPA8|H2-M3|STX7|RSAD2|CYRIB|TAP2|IL23A|IL6|HSPD1|IL18R1|IL1R1|PTPRC|CD55|MR1|XCL1|TNFSF4|TRAF2|TRAF6|IL1B|IL12A|MAP3K7|PRKCZ|P2RX7|KLRD1|FADD|SASH3|MALT1|NLRP3|ZBTB1|DPP4|H2-EA|ARID5A|CD81|IL18|FOXP3|PVR|FBXO38|FZD5|CD24A|NOD2|DENND1B|B2M|H2-K1|NECTIN2|H2-T23|H2-D1|SLC22A13","53","0.6794871794871795","Geneset_Overlap","GO:0002708 (Geneset_Overlap_Data Set 1) GO:0002709","false","Geneset_Overlap","GO:0002708 (Geneset_Overlap_Data Set 1) GO:0002709"
"1","Data Set 1","IL4|TBX21|STAT6|PAXIP1|TGFB1|STAT5A|IL12B|ZP3|FCER1A|FCER2A|SH2D1A|SLAMF6|SLAMF1|GATA3|HSPA8|FCGR1|H2-M3|ATAD5|CD40|TNFSFM13|STX7|RSAD2|STAT5B|CYRIB|TFRC|TREM2|MSH2|C3|TAP2|TNF|LTA|IL23A|6030468B19RIK|IL6|HSPD1|CD28|IL18RAP|IL18R1|IL1R1|PTPRC|CD55|MR1|XCL1|TNFSF4|TRAF2|TRAF6|RASGRP1|IL1B|IL21|IL2|IL12A|MAP3K7|EXOSC3|MAD2L2|PRKCZ|P2RX7|HMCES|LAG3|KLRK1|KLRD1|KLRC1|PAGR1A|HPX|FADD|SASH3|BTK|LAMP1|AP1G1|CRTAM|CADM1|MLH1|MALT1|NLRP3|KLRC3|ZBTB1|CD226|VAV1|DPP4|RIF1|H2-EA|ARID5A|CD81|CD160|IL18|GIMAP3|CLNK|FOXP3|PVR|CLCF1|SHLD2|FBXO38|GIMAP5|TRP53BP1|SHLD1|FZD5|KMT5B|CD24A|KLRE1|KLRC2|RAET1E|IFNG|NOD2|DENND1B|NSD2|FCER1G|KMT5C|B2M|H2-K1|NECTIN2|H2-T23|H2-D1|SH2D1B2|SLC22A13|ULBP1|TNFSF13|GM42742|EXOSC6|SHLD3","118","1.0","Geneset_Overlap","GO:0002708 (Geneset_Overlap_Data Set 1) GO:0002706","false","Geneset_Overlap","GO:0002708 (Geneset_Overlap_Data Set 1) GO:0002706"
"1","Data Set 1","LGALS9|CRK|ARG1|HAVCR2|SERPINB9B|SERPINB9C|CD96|TAP2|NDFIP1|CLEC2D|CLEC12B|KLRD1|TAP1|SERPINB9F|SUSD4|FOXP3|GFER|IL20RB|SERPINB9|IGF2|KLRE1|SPN|SERPINB9D|NOD2|SERPINB9G|ARRB2|SERPINB9E|SERPINB9H|SH2D1B2|CEACAM1|KLRB1B","31","0.5535714285714286","Geneset_Overlap","GO:0002707 (Geneset_Overlap_Data Set 1) GO:0032102","false","Geneset_Overlap","GO:0002707 (Geneset_Overlap_Data Set 1) GO:0032102"
"1","Data Set 1","LGALS9|TBX21|IL7R|PTPN6|HFE|SLAMF1|CR1L|CD46|CRK|ARG1|VSIR|HAVCR2|SERPINB9B|SERPINB9C|PPP3CB|NCKAP1L|BCL6|CD96|PARP3|THOC1|TAP2|NDFIP1|SMAD7|PTPRC|CD55|C4BP|CLEC2D|CLEC12B|KLRD1|FOXJ1|TAP1|SERPINB9F|SUSD4|FOXP3|GFER|IL20RB|SERPINB9|IGF2|IFNB1|KLRE1|SPN|SERPINB9D|NOD2|SERPINB9G|ARRB2|SERPINB9E|GM49339|DUSP22|SERPINB9H|SH2D1B2|IL4I1|CEACAM1|CLEC4G|KLRB1B|LILR4B|LILRB4A","56","1.0","Geneset_Overlap","GO:0002707 (Geneset_Overlap_Data Set 1) GO:0002706","false","Geneset_Overlap","GO:0002707 (Geneset_Overlap_Data Set 1) GO:0002706"
"1","Data Set 1","IL4|LGALS9|TBX21|STAT6|PAXIP1|TGFB1|STAT5A|PTPN6|IL12B|ZP3|FCER1A|IL27RA|FCER2A|SH2D1A|SLAMF6|SLAMF1|GATA3|HSPA8|FCGR1|H2-M3|CR1L|CD46|ATAD5|CD40|TNFSFM13|STX7|HAVCR2|RSAD2|STAT5B|CYRIB|NCKAP1L|TFRC|TREM2|MSH2|C3|TAP2|TNF|LTA|IL23A|6030468B19RIK|IL6|HSPD1|CD28|IL18RAP|IL18R1|IL1R1|PTPRC|CD55|C4BP|MR1|XCL1|TNFSF4|TRAF2|TRAF6|RASGRP1|IL1B|IL21|IL2|IL12A|MAP3K7|EXOSC3|MAD2L2|PRKCZ|SLC15A4|P2RX7|HMCES|LAG3|KLRK1|KLRD1|KLRC1|PAGR1A|HPX|FADD|SASH3|BTK|LAMP1|AP1G1|CRTAM|CADM1|MLH1|MALT1|NLRP3|KLRC3|ZBTB1|CD226|VAV1|DPP4|RIF1|H2-EA|ARID5A|CD81|CD160|SUSD4|IL18|GIMAP3|CLNK|FOXP3|PVR|CLCF1|SHLD2|FBXO38|GIMAP5|TRP53BP1|SHLD1|FZD5|KMT5B|CD24A|CCR2|KLRE1|KLRC2|RAET1E|IFNG|NOD2|DENND1B|NSD2|FCER1G|KMT5C|B2M|H2-K1|NECTIN2|GM49339|HMGB1|H2-T23|DUSP22|H2-D1|SH2D1B2|SLC22A13|CEACAM1|ULBP1|TNFSF13|GM42742|EXOSC6|LILR4B|LILRB4A|SHLD3","135","0.75","Geneset_Overlap","GO:0002706 (Geneset_Overlap_Data Set 1) GO:0050778","false","Geneset_Overlap","GO:0002706 (Geneset_Overlap_Data Set 1) GO:0050778"
"1","Data Set 1","IL4|TBX21|IL7R|IL12B|ZP3|HFE|SLAMF1|AGER|GATA3|HSPA8|H2-M3|ARG1|STX7|VSIR|RSAD2|PPP3CB|RIPK3|CYRIB|NCKAP1L|TAP2|IL23A|IL6|SMAD7|HSPD1|IL18R1|IL1R1|PTPRC|CD55|MR1|XCL1|TNFSF4|TRAF2|TRAF6|IL1B|IL12A|MAP3K7|TNFRSF1B|PRKCZ|P2RX7|KLRD1|FADD|SASH3|WAS|MALT1|NLRP3|ZBTB1|DPP4|H2-EA|FUT7|ARID5A|CD81|TRPM4|IL18|FOXP3|PVR|FBXO38|IL20RB|FZD5|CD24A|IFNB1|CCR2|SPN|NOD2|DENND1B|B2M|H2-K1|NECTIN2|GM49339|HMGB1|H2-T23|DUSP22|H2-D1|SLC22A13|IL4I1|CEACAM1|CLEC4G|LILR4B|LILRB4A","78","1.0","Geneset_Overlap","GO:0002706 (Geneset_Overlap_Data Set 1) GO:0002709","false","Geneset_Overlap","GO:0002706 (Geneset_Overlap_Data Set 1) GO:0002709"
"1","Data Set 1","IL4|TBX21|IL12B|ZP3|SLAMF1|GATA3|HSPA8|H2-M3|ARG1|STX7|RSAD2|CYRIB|TAP2|IL23A|IL6|HSPD1|IL18R1|IL1R1|PTPRC|CD55|MR1|XCL1|TNFSF4|TRAF2|TRAF6|IL1B|IL12A|MAP3K7|PRKCZ|P2RX7|KLRD1|FADD|SASH3|MALT1|NLRP3|ZBTB1|DPP4|H2-EA|ARID5A|CD81|IL18|FOXP3|PVR|FBXO38|FZD5|CD24A|NOD2|DENND1B|B2M|H2-K1|NECTIN2|H2-T23|H2-D1|SLC22A13","54","0.6923076923076923","Geneset_Overlap","GO:0002705 (Geneset_Overlap_Data Set 1) GO:0002709","false","Geneset_Overlap","GO:0002705 (Geneset_Overlap_Data Set 1) GO:0002709"
"1","Data Set 1","IL4|TBX21|STAT6|PAXIP1|TGFB1|STAT5A|IL12B|ZP3|FCER1A|FCER2A|SH2D1A|SLAMF6|SLAMF1|GATA3|HSPA8|FCGR1|H2-M3|ATAD5|CD40|TNFSFM13|STX7|RSAD2|STAT5B|CYRIB|TFRC|TREM2|MSH2|C3|TAP2|TNF|LTA|IL23A|6030468B19RIK|IL6|HSPD1|CD28|IL18RAP|IL18R1|IL1R1|PTPRC|CD55|MR1|XCL1|TNFSF4|TRAF2|TRAF6|RASGRP1|IL1B|IL21|IL2|IL12A|MAP3K7|EXOSC3|MAD2L2|PRKCZ|P2RX7|HMCES|LAG3|KLRK1|KLRD1|KLRC1|PAGR1A|HPX|FADD|SASH3|BTK|LAMP1|AP1G1|CRTAM|CADM1|MLH1|MALT1|NLRP3|KLRC3|ZBTB1|CD226|VAV1|DPP4|RIF1|H2-EA|ARID5A|CD81|CD160|IL18|GIMAP3|CLNK|FOXP3|PVR|CLCF1|SHLD2|FBXO38|GIMAP5|TRP53BP1|SHLD1|FZD5|KMT5B|CD24A|KLRE1|KLRC2|RAET1E|IFNG|NOD2|DENND1B|NSD2|FCER1G|KMT5C|B2M|H2-K1|NECTIN2|H2-T23|H2-D1|SH2D1B2|SLC22A13|ULBP1|TNFSF13|GM42742|EXOSC6|SHLD3","118","1.0","Geneset_Overlap","GO:0002705 (Geneset_Overlap_Data Set 1) GO:0002708","false","Geneset_Overlap","GO:0002705 (Geneset_Overlap_Data Set 1) GO:0002708"
