"","x"
"8755","Rhoa"
"8756","Gm37401"
"8757","Gpx1"
"8758","Usp4"
"8759","1700102P08Rik"
"8760","Klhdc8b"
"8761","Ccdc71"
"8762","Lamb2"
"8763","Usp19"
"8764","Qars"
"8765","Qrich1"
"8766","Impdh2"
"8767","Ndufaf3"
"8768","4833445I07Rik"
"8769","Dalrd3"
"8770","Wdr6"
"8771","P4htm"
"8772","Arih2"
"8773","Slc25a20"
"8774","Prkar2a"
"8775","Ip6k2"
"8776","Nckipsd"
"8777","Slc26a6"
"8778","Uqcrc1"
"8779","Col7a1"
"8780","Ucn2"
"8781","Pfkfb4"
"8782","Shisa5"
"8783","Atrip"
"8784","Tma7"
"8785","Ccdc51"
"8786","Gm7628"
"8787","Plxnb1"
"8788","Nme6"
"8789","Camp"
"8790","Cdc25a"
"8791","Map4"
"8792","Dhx30"
"8793","Smarcc1"
"8794","Cspg5"
"8795","Elp6"
"8796","Scap"
"8797","Ptpn23"
"8798","Ngp"
"8799","Klhl18"
"8800","Kif9"
"8801","Setd2"
"8802","Nradd"
"8803","Nbeal2"
"8804","Ccdc12"
"8805","Tmie"
"8806","Als2cl"
"8807","Gm10030"
"8808","Ltf"
"8809","Ccrl2"
"8810","Lrrfip2"
"8811","Mlh1"
"8812","Epm2aip1"
"8813","Stac"
"8814","Pdcd6ip"
"8815","Clasp2"
"8816","Ubp1"
"8817","Fbxl2"
"8818","4930520O04Rik"
"8819","Crtap"
"8820","Glb1"
"8821","Tmppe"
"8822","Cnot10"
"8823","Dync1li1"
"8824","Cmtm6"
"8825","Cmtm7"
"8826","Gm9888"
"8827","Cmtm8"
"8828","Gpd1l"
"8829","Osbpl10"
"8830","Stt3b"
"8831","Tgfbr2"
"8832","D730003K21Rik"
"8833","Rbms3"
"8834","Zcwpw2"
"8835","Azi2"
"8836","Cmc1"
"8837","Gm17399"
"8838","Eomes"
"8839","Golga4"
"8840","Itga9"
"8841","Gm2415"
"8842","Ctdspl"
"8843","Vill"
"8844","Plcd1"
"8845","Dlec1"
"8846","Acaa1b"
"8847","Slc22a14"
"8848","Oxsr1"
"8849","Myd88"
"8850","Acaa1a"
"8851","Xylb"
"8852","Acvr2b"
"8853","Exog"
"8854","Scn5a"
"8855","Wdr48"
"8856","Cx3cr1"
"8857","Gorasp1"
"8858","Ttc21a"
"8859","Csrnp1"
"8860","1700019L13Rik"
"8861","Ccr8"
"8862","Slc25a38"
"8863","Myrip"
"8864","D830035M03Rik"
"8865","Eif1b"
"8866","Entpd3"
"8867","5830454E08Rik"
"8868","Ctnnb1"
"8869","Ulk4"
"8870","Gm34655"
"8871","Trak1"
"8872","Lyzl4"
"8873","Vipr1"
"8874","Sec22c"
"8875","Ss18l2"
"8876","Nktr"
"8877","E530011L22Rik"
"8878","Zfp651"
"8879","Ccdc13"
"8880","Higd1a"
"8881","Gm47112"
"8882","Gm47113"
"8883","1700048O20Rik"
"8884","Pomgnt2"
"8885","Snrk"
"8886","Gm47121"
"8887","Ano10"
"8888","Gm26797"
"8889","Abhd5"
"8890","A730085K08Rik"
"8891","9530059O14Rik"
"8892","Tcaim"
"8893","Gm35549"
"8894","Zfp445"
"8895","A530083I20Rik"
"8896","Zkscan7"
"8897","Zfp105"
"8898","1110059G10Rik"
"8899","Kif15"
"8900","Gm9856"
"8901","Tmem42"
"8902","Tgm4"
"8903","Zdhhc3"
"8904","Exosc7"
"8905","Clec3b"
"8906","Cdcp1"
"8907","Tmem158"
"8908","Gm47162"
"8909","Lars2"
"8910","Limd1"
"8911","Sacm1l"
"8912","Slc6a20b"
"8913","Ccr9"
"8914","Lztfl1"
"8915","Gm17021"
"8916","Fyco1"
"8917","Cxcr6"
"8918","Ccr1"
"8919","Ccr2"
"8920","Ccr5"
"8921","Gm39469"
"8922","2010315B03Rik"
"8923","Ppp2r3d"
"8924","Ppp1r14c"
"8925","Plekhg1"
"8926","Mthfd1l"
"8927","Akap12"
"8928","Zbtb2"
"8929","Gm21781"
"8930","Rmnd1"
"8931","Gm16153"
"8932","Armt1"
"8933","Ccdc170"
"8934","Esr1"
"8935","Syne1"
"8936","Fbxo5"
"8937","Mtrf1l"
"8938","Oprm1"
"8939","Ipcef1"
"8940","Cnksr3"
"8941","Ulbp1"
"8942","Lrp11"
"8943","Pcmt1"
"8944","Nup43"
"8945","Lats1"
"8946","Katna1"
"8947","Gm20470"
"8948","Ginm1"
"8949","B430219N15Rik"
"8950","Ppil4"
"8951","Zc3h12d"
"8952","Tab2"
"8953","Ust"
"8954","Sash1"
"8955","Gm26674"
"8956","Gm48727"
"8957","Gm48749"
"8958","Samd5"
"8959","Stxbp5"
"8960","Rab32"
"8961","Shprh"
"8962","4930432B10Rik"
"8963","Fbxo30"
"8964","Epm2a"
"8965","Utrn"
"8966","B230208H11Rik"
"8967","Stx11"
"8968","Sf3b5"
"8969","Plagl1"
"8970","Ltv1"
"8971","Phactr2"
"8972","Fuca2"
"8973","Pex3"
"8974","Adat2"
"8975","Aig1"
"8976","Hivep2"
"8977","Adgrg6"
"8978","Gm46212"
"8979","Vta1"
"8980","Cited2"
"8981","Heca"
"8982","Abracl"
"8983","Reps1"
"8984","Ccdc28a"
"8985","Gm10827"
"8986","Nhsl1"
"8987","Hebp2"
"8988","Arfgef3"
"8989","Gm32926"
"8990","Perp"
"8991","Tnfaip3"
"8992","Gm33104"
"8993","Ifngr1"
"8994","Il20ra"
"8995","Slc35d3"
"8996","Pex7"
"8997","Map3k5"
"8998","Map7"
"8999","4930405J17Rik"
"9000","Gm48249"
"9001","Bclaf1"
"9002","Mtfr2"
"9003","Pde7b"
"9004","Ahi1"
"9005","Myb"
"9006","Hbs1l"
"9007","4930455C13Rik"
"9008","Gm5420"
"9009","Sgk1"
"9010","E030030I06Rik"
"9011","Raet1e"
"9012","Gm26740"
"9013","Slc2a12"
"9014","Tbpl1"
"9015","Slc18b1"
"9016","Gm40614"
"9017","Stx7"
"9018","Moxd1"
"9019","Gm15270"
"9020","Ccn2"
"9021","Enpp1"
"9022","Enpp3"
"9023","Med23"
"9024","Arg1"
"9025","Gm36172"
"9026","Akap7"
"9027","Epb41l2"
"9028","Samd3"
"9029","L3mbtl3"
"9030","Arhgap18"
"9031","Ptprk"
"9032","Themis"
"9033","2310057J18Rik"
"9034","Soga3"
"9035","9330159F19Rik"
"9036","Gm46218"
"9037","Echdc1"
"9038","Rnf146"
"9039","Rspo3"
"9040","Cenpw"
"9041","Trmt11"
"9042","Gm20300"
"9043","Hint3"
"9044","Ncoa7"
"9045","Hey2"
"9046","Hddc2"
"9047","Tpd52l1"
"9048","Gm48094"
"9049","Rnf217"
"9050","Nkain2"
"9051","Zup1"
"9052","A830082N09Rik"
"9053","Rwdd1"
"9054","Gm48045"
"9055","Trappc3l"
"9056","Calhm5"
"9057","Calhm6"
"9058","Dse"
"9059","Tspyl1"
"9060","Nt5dc1"
"9061","Gm47512"
"9062","Tspyl4"
"9063","Col10a1"
"9064","Frk"
"9065","Amd2"
"9066","Hs3st5"
"9067","Hdac2"
"9068","Marcks"
"9069","Lama4"
"9070","Fam229b"
"9071","Tube1"
"9072","Fyn"
"9073","Gm16364.1"
"9074","Traf3ip2"
"9075","E130307A14Rik"
"9076","Rev3l"
"9077","Mfsd4b4"
"9078","4930547M16Rik"
"9079","Mfsd4b5"
"9080","Slc16a10"
"9081","Rpf2"
"9082","Gtf3c6"
"9083","Amd1"
"9084","Cdk19"
"9085","Ddo"
"9086","Mettl24"
"9087","Cdc40"
"9088","Wasf1"
"9089","Fig4"
"9090","Ak9"
"9091","Zbtb24"
"9092","Mical1"
"9093","Smpd2"
"9094","Ppil6"
"9095","Cd164"
"9096","Ccdc162"
"9097","Cep57l1"
"9098","Sesn1"
"9099","Armc2"
"9100","Foxo3"
"9101","Afg1l"
"9102","Snx3"
"9103","Ostm1"
"9104","Sec63"
"9105","Scml4"
"9106","Gm34006"
"9107","Gm48671"
"9108","Sobp"
"9109","Pdss2"
"9110","Bend3"
"9111","Gm47889"
"9112","Gm9803"
"9113","1700021F05Rik"
"9114","Cd24a"
"9115","F930017D23Rik"
"9116","Qrsl1"
"9117","Rtn4ip1"
"9118","Crybg1"
"9119","Atg5"
"9120","Prdm1"
"9121","Prep"
"9122","Popdc3"
"9123","Hace1"
"9124","Grik2"
"9125","Ascc3"
"9126","Lilr4b"
"9127","Lilrb4a"
"9128","Dcbld1"
"9129","Gopc"
"9130","Nus1"
"9131","Slc35f1"
"9132","Cep85l"
"9133","Gm47644"
"9134","Gm20597"
"9135","Mcm9"
"9136","Asf1a"
"9137","Man1a"
"9138","Tbc1d32"
"9139","Msl3l2"
"9140","Gja1"
"9141","Hsf2"
"9142","Serinc1"
"9143","Smpdl3a"
"9144","Gcc2"
"9145","Lims1"
"9146","Ranbp2"
"9147","Ccdc138"
"9148","Edar"
"9149","Sh3rf3"
"9150","Sept10"
"9151","Sowahc"
"9152","P4ha1"
"9153","Mcu"
"9154","Micu1"
"9155","Dnajb12"
"9156","Ddit4"
"9157","Anapc16"
"9158","Ascc1"
"9159","Spock2"
"9160","Chst3"
"9161","Psap"
"9162","Cdh23"
"9163","Vsir"
"9164","Gm17455"
"9165","Slc29a3"
"9166","Unc5b"
"9167","Pcbd1"
"9168","Sgpl1"
"9169","Adamts14"
"9170","Prf1"
"9171","Pald1"
"9172","Eif4ebp2"
"9173","Gm48086"
"9174","Lrrc20"
"9175","Ppa1"
"9176","Sar1a"
"9177","Tysnd1"
"9178","Aifm2"
"9179","H2afy2"
"9180","Fam241b"
"9181","Tspan15"
"9182","Hk1"
"9183","Hk1os"
"9184","Supv3l1"
"9185","4930507D05Rik"
"9186","Vps26a"
"9187","Srgn"
"9188","Kif1bp"
"9189","Ddx21"
"9190","Ddx50"
"9191","Ccar1"
"9192","Tet1"
"9193","Slc25a16"
"9194","Dna2"
"9195","Rufy2"
"9196","Hnrnph3"
"9197","Pbld2"
"9198","Herc4"
"9199","Gm26789"
"9200","Sirt1"
"9201","Dnajc12"
"9202","Ctnna3"
"9203","Gm31763"
"9204","Reep3"
"9205","Jmjd1c"
"9206","Nrbf2"
"9207","Egr2"
"9208","Ado"
"9209","Gm32364"
"9210","Zfp365"
"9211","Rtkn2"
"9212","Arid5b"
"9213","Cabcoco1"
"9214","Rhobtb1"
"9215","A930033H14Rik"
"9216","Cdk1"
"9217","Ank3"
"9218","Ccdc6"
"9219","Phyhipl"
"9220","Bicc1"
"9221","Tfam"
"9222","Ube2d1"
"9223","Cisd1"
"9224","Ipmk"
"9225","Zwint"
"9226","Pcdh15"
"9227","Gm15398"
"9228","Gnaz"
"9229","Rab36"
"9230","Bcr"
"9231","Specc1l"
"9232","Adora2a"
"9233","Gucd1"
"9234","Upb1"
"9235","Snrpd3"
"9236","Lrrc75b"
"9237","Ggt1"
"9238","Ggt5"
"9239","Susd2"
"9240","Cabin1"
"9241","Ddt"
"9242","Gstt3"
"9243","Gstt1"
"9244","Gstt2"
"9245","Mif"
"9246","Derl3"
"9247","Smarcb1"
"9248","Mmp11"
"9249","Chchd10"
"9250","Gm5134"
"9251","Zfp280b"
"9252","Prmt2"
"9253","S100b"
"9254","Dip2a"
"9255","Pcnt"
"9256","1700094J05Rik"
"9257","Ybey"
"9258","Mcm3ap"
"9259","Lss"
"9260","Col6a2"
"9261","Col6a1"
"9262","Pcbp3"
"9263","Slc19a1"
"9264","Col18a1"
"9265","Gm10941"
"9266","Pofut2"
"9267","Adarb1"
"9268","Fam207a"
"9269","Itgb2"
"9270","Pttg1ip"
"9271","Sumo3"
"9272","Ube2g2"
"9273","Tspear"
"9274","Lrrc3"
"9275","Cfap410"
"9276","Pfkl"
"9277","Icosl"
"9278","Gatd3a"
"9279","Pwp2"
"9280","Trappc10"
"9281","Gm30122"
"9282","Agpat3"
"9283","Rrp1"
"9284","Cstb"
"9285","4921516A02Rik"
"9286","Pdxk"
"9287","Ilvbl"
"9288","Syde1"
"9289","Casp14"
"9290","2610008E11Rik"
"9291","Plpp2"
"9292","Mier2"
"9293","Tpgs1"
"9294","Cdc34"
"9295","Gzmm"
"9296","Bsg"
"9297","Hcn2"
"9298","Polrmt"
"9299","Rnf126"
"9300","Fstl3"
"9301","Prss57"
"9302","Palm"
"9303","Misp"
"9304","E130317F20Rik"
"9305","Ptbp1"
"9306","Plppr3"
"9307","Prtn3"
"9308","Elane"
"9309","Med16"
"9310","R3hdm4"
"9311","Gm26602"
"9312","Kiss1r"
"9313","Arid3a"
"9314","Wdr18"
"9315","Tmem259"
"9316","Cnn2"
"9317","Abca7"
"9318","Arhgap45"
"9319","Polr2e"
"9320","Gpx4"
"9321","Sbno2"
"9322","Stk11"
"9323","Cbarp"
"9324","Atp5d"
"9325","Midn"
"9326","Cirbp"
"9327","1600002K03Rik"
"9328","Efna2"
"9329","Pwwp3a"
"9330","Ndufs7"
"9331","Gamt"
"9332","Dazap1"
"9333","2310011J03Rik"
"9334","Pcsk4"
"9335","Reep6"
"9336","Adamtsl5"
"9337","Mex3d"
"9338","Mbd3"
"9339","Uqcr11"
"9340","Tcf3"
"9341","Rexo1"
"9342","Klf16"
"9343","Abhd17a"
"9344","Scamp4"
"9345","Adat3"
"9346","Gm49322"
"9347","Csnk1g2"
"9348","Btbd2"
"9349","Mknk2"
"9350","Mob3a"
"9351","Izumo4"
"9352","Ap3d1"
"9353","Dot1l"
"9354","Plekhj1"
"9355","Sf3a2"
"9356","Amh"
"9357","Oaz1"
"9358","Lsm7"
"9359","Sppl2b"
"9360","Tmprss9"
"9361","Timm13"
"9362","Lmnb2"
"9363","Gadd45b"
"9364","Gng7"
"9365","Slc39a3"
"9366","Sgta"
"9367","Thop1"
"9368","Map2k2"
"9369","Zbtb7a"
"9370","Pias4"
"9371","Eef2"
"9372","Dapk3"
"9373","Atcayos"
"9374","Zfr2"
"9375","Matk"
"9376","Mrpl54"
"9377","Apba3"
"9378","Tjp3"
"9379","Pip5k1c"
"9380","Cactin"
"9381","Tbxa2r"
"9382","Hmg20b"
"9383","Mfsd12"
"9384","4930404N11Rik"
"9385","Fzr1"
"9386","Dohh"
"9387","Gm48552"
"9388","Smim24"
"9389","Nfic"
"9390","Gm16104"
"9391","Ncln"
"9392","S1pr4"
"9393","Gna15"
"9394","Gna11"
"9395","Tle5"
"9396","Tle2"
"9397","Tle6"
"9398","BC025920"
"9399","Sirt6"
"9400","Ankrd24"
"9401","Gm10778"
"9402","Zfp433"
"9403","Gm3055"
"9404","Zfp781"
"9405","Zfp873"
"9406","BC024063"
"9407","AU041133"
"9408","Gm15608"
"9409","Zfp938"
"9410","Gm4924"
"9411","1190007I07Rik"
"9412","Tdg"
"9413","Glt8d2"
"9414","Hcfc2"
"9415","Nfyb"
"9416","Txnrd1"
"9417","Gm38560"
"9418","Eid3"
"9419","Chst11"
"9420","1700025N21Rik"
"9421","Slc41a2"
"9422","D10Wsu102e"
"9423","Aldh1l2"
"9424","Washc4"
"9425","Appl2"
"9426","Nuak1"
"9427","Gm47962"
"9428","Ckap4"
"9429","Tcp11l2"
"9430","Gm17249"
"9431","Polr3b"
"9432","Ric8b"
"9433","Tmem263"
"9434","Mterf2"
"9435","Cry1"
"9436","Btbd11"
"9437","Pwp1"
"9438","Prdm4"
"9439","Ascl4"
"9440","Rtcb"
"9441","Bpifc"
"9442","A230060F14Rik"
"9443","Fbxo7"
"9444","Syn3"
"9445","Timp3"
"9446","Hsp90b1"
"9447","Gm15344"
"9448","Ttc41"
"9449","Nt5dc3"
"9450","Igf1"
"9451","Parpbp"
"9452","Nup37"
"9453","Washc3"
"9454","Dram1"
"9455","Gnptab"
"9456","Chpt1"
"9457","Sycp3"
"9458","Arl1"
"9459","Utp20"
"9460","Slc5a8"
"9461","Ano4"
"9462","Gas2l3"
"9463","Slc17a8"
"9464","Scyl2"
"9465","1500026H17Rik"
"9466","Actr6"
"9467","Uhrf1bp1l"
"9468","Anks1b"
"9469","Apaf1"
"9470","Ikbip"
"9471","Slc25a3"
"9472","Tmpo"
"9473","Rmst"
"9474","Gm20757"
"9475","Nedd1"
"9476","Cfap54"
"9477","Cdk17"
"9478","Elk3"
"9479","Gm17745"
"9480","Lta4h"
"9481","Hal"
"9482","Amdhd1"
"9483","Snrpf"
"9484","Ntn4"
"9485","Metap2"
"9486","Vezt"
"9487","Fgd6"
"9488","Nr2c1"
"9489","Ndufa12"
"9490","Tmcc3"
"9491","Tmcc3os"
"9492","Cep83os"
"9493","Cep83"
"9494","Plxnc1"
"9495","Gm29684"
"9496","Cradd"
"9497","Gm48882"
"9498","2310039L15Rik"
"9499","Socs2"
"9500","5730420D15Rik"
"9501","Mrpl42"
"9502","Ube2n"
"9503","Nudt4"
"9504","Eea1"
"9505","Gm48427"
"9506","Gm33782"
"9507","Btg1"
"9508","Dcn"
"9509","Lum"
"9510","Gm5427"
"9511","Atp2b1"
"9512","Gm48768"
"9513","Poc1b"
"9514","Galnt4"
"9515","Gm34574"
"9516","Gm34777"
"9517","Dusp6"
"9518","Gm34921"
"9519","Gm48089"
"9520","B530045E10Rik"
"9521","Gm35035"
"9522","Gm34983"
"9523","Gm20110"
"9524","Gm35101"
"9525","Gm47578"
"9526","Kitl"
"9527","Tmtc3"
"9528","Cep290"
"9529","4930430F08Rik"
"9530","Rassf9"
"9531","Lrriq1"
"9532","Slc6a15"
"9533","Tmtc2"
"9534","Gm15663"
"9535","Mettl25"
"9536","Ccdc59"
"9537","Acss3"
"9538","Ppp1r12a"
"9539","Pawr"
"9540","Gm36283"
"9541","Nav3"
"9542","E2f7"
"9543","Csrp2"
"9544","Zdhhc17"
"9545","Osbpl8"
"9546","Bbs10"
"9547","Nap1l1"
"9548","Phlda1"
"9549","Gm28592"
"9550","Gm30262"
"9551","Gm30624"
"9552","Gm47865"
"9553","Krr1"
"9554","Glipr1"
"9555","Atxn7l3b"
"9556","Tbc1d15"
"9557","Rab21"
"9558","Tmem19"
"9559","Thap2"
"9560","Zfc3h1"
"9561","Lgr5"
"9562","4930422I22Rik"
"9563","Tspan8"
"9564","Kcnmb4"
"9565","Cnot2"
"9566","5330438D12Rik"
"9567","4930579P08Rik"
"9568","Myrfl"
"9569","Rab3ip"
"9570","4933412E12Rik"
"9571","Cct2"
"9572","Frs2"
"9573","Yeats4"
"9574","Lyz2"
"9575","Cpsf6"
"9576","Cpm"
"9577","Mdm2"
"9578","Slc35e3"
"9579","Nup107"
"9580","Rap1b"
"9581","Mdm1"
"9582","Dyrk2"
"9583","Cand1"
"9584","Grip1os3"
"9585","Grip1"
"9586","Gm47027"
"9587","Grip1os2"
"9588","Helb"
"9589","Irak3"
"9590","Tmbim4"
"9591","Llph"
"9592","Hmga2"
"9593","1700006J14Rik"
"9594","9230105E05Rik"
"9595","Msrb3"
"9596","Gm15910"
"9597","Gm4473"
"9598","Lemd3"
"9599","Tbc1d30"
"9600","Gns"
"9601","Rassf3"
"9602","Gm35696"
"9603","Tbk1"
"9604","Xpot"
"9605","BC048403"
"9606","Srgap1"
"9607","Rxylt1"
"9608","Avpr1a"
"9609","Ppm1h"
"9610","Mon2"
"9611","Usp15"
"9612","Gm4129"
"9613","Tafa2"
"9614","Slc16a7"
"9615","Lrig3"
"9616","Atp23"
"9617","Ctdsp2"
"9618","Avil"
"9619","Tsfm"
"9620","Eef1akmt3"
"9621","Mettl1"
"9622","March9"
"9623","Cdk4"
"9624","Tspan31"
"9625","A730063M14Rik"
"9626","Agap2"
"9627","Os9"
"9628","B4galnt1"
"9629","Slc26a10"
"9630","Arhgef25"
"9631","Dtx3"
"9632","F420014N23Rik"
"9633","Pip4k2c"
"9634","Kif5a"
"9635","Dctn2"
"9636","Mbd6"
"9637","Gm20492"
"9638","Gm4189"
"9639","Ddit3"
"9640","Mars"
"9641","Arhgap9"
"9642","R3hdm2"
"9643","Stac3"
"9644","Shmt2"
"9645","Lrp1"
"9646","Stat6"
"9647","Nab2"
"9648","Gm16229"
"9649","Nemp1"
"9650","Gm16230"
"9651","Zbtb39"
"9652","Prim1"
"9653","Naca"
"9654","Ptges3"
"9655","Gm47438"
"9656","Atp5b"
"9657","Baz2a"
"9658","Rbms2"
"9659","Gls2"
"9660","Spryd4"
"9661","Timeless"
"9662","Stat2"
"9663","Il23a"
"9664","Pan2"
"9665","Cnpy2"
"9666","Cs"
"9667","Coq10a"
"9668","Ankrd52"
"9669","Gm17201"
"9670","Nabp2"
"9671","Rnf41"
"9672","Smarcc2"
"9673","Myl6"
"9674","Myl6b"
"9675","Esyt1"
"9676","Gm29585"
"9677","Zc3h10"
"9678","Pa2g4"
"9679","Erbb3"
"9680","Ikzf4"
"9681","Suox"
"9682","Rab5b"
"9683","Cdk2"
"9684","Pmel"
"9685","Dgka"
"9686","Pym1"
"9687","Mmp19"
"9688","Tmem198b"
"9689","Dnajc14"
"9690","Sarnp"
"9691","Ormdl2"
"9692","Gdf11"
"9693","Cd63"
"9694","Rdh5"
"9695","Bloc1s1"
"9696","Itga7"
"9697","Mettl7b"
"9698","Tespa1"
"9699","Gm31793"
"9700","Sfi1"
"9701","Drg1"
"9702","Eif4enif1"
"9703","Patz1"
"9704","Gm12592"
"9705","Gm11944"
"9706","Pik3ip1"
"9707","Limk2"
"9708","Rnf185"
"9709","8430429K09Rik"
"9710","Pla2g3"
"9711","Inpp5j"
"9712","Selenom"
"9713","Smtn"
"9714","Gm11946"
"9715","Tug1"
"9716","Morc2a"
"9717","Osbp2"
"9718","4921536K21Rik"
"9719","Dusp18"
"9720","Slc35e4"
"9721","Tcn2"
"9722","4930556J24Rik"
"9723","Pes1"
"9724","Gal3st1"
"9725","Mtfp1"
"9726","Sec14l2"
"9727","Rnf215"
"9728","Ccdc157"
"9729","Sf3a1"
"9730","Tbc1d10a"
"9731","Castor1"
"9732","Osm"
"9733","Lif"
"9734","Hormad2"
"9735","Mtmr3"
"9736","Ascc2"
"9737","Uqcr10"
"9738","Zmat5"
"9739","Nf2"
"9740","Nipsnap1"
"9741","Thoc5"
"9742","Nefh"
"9743","Ap1b1"
"9744","Gas2l1"
"9745","Rasl10a"
"9746","Ewsr1"
"9747","Rhbdd3"
"9748","Emid1"
"9749","Kremen1"
"9750","Znrf3"
"9751","Gm11963"
"9752","Xbp1"
"9753","Ccdc117"
"9754","Ankrd36"
"9755","Mrps24"
"9756","Urgcp"
"9757","Dbnl"
"9758","Pgam2"
"9759","Polm"
"9760","Aebp1"
"9761","Pold2"
"9762","Gck"
"9763","Ykt6"
"9764","Camk2b"
"9765","Nudcd3"
"9766","Ddx56"
"9767","Tmed4"
"9768","Ogdh"
"9769","Zmiz2"
"9770","Ppia"
"9771","H2afv"
"9772","Purb"
"9773","Gm11973"
"9774","Myo1g"
"9775","Snhg15"
"9776","Ccm2"
"9777","Nacad"
"9778","Tbrg4"
"9779","Wap"
"9780","Ramp3"
"9781","Adcy1"
"9782","Igfbp3"
"9783","Tns3"
"9784","Hus1"
"9785","Gm11992"
"9786","Upp1"
"9787","Abca13"
"9788","Vwc2"
"9789","Zpbp"
"9790","Spata48"
"9791","Ikzf1"
"9792","Fignl1"
"9793","Grb10"
"9794","Cobl"
"9795","Gm12002"
"9796","4930554G24Rik"
"9797","Sec61g"
"9798","Egfr"
"9799","Egfros"
"9800","Eldr"
"9801","Fbxo48"
"9802","Plek"
"9803","Ppp3r1"
"9804","Wdr92"
"9805","Pno1"
"9806","C1d"
"9807","Etaa1"
"9808","Etaa1os"
"9809","8430419K02Rik"
"9810","Meis1"
"9811","Spred2"
"9812","Actr2"
"9813","Rab1a"
"9814","Cep68"
"9815","Slc1a4"
"9816","Sertad2"
"9817","Aftph"
"9818","Lgalsl"
"9819","Peli1"
"9820","Vps54"
"9821","Ugp2"
"9822","Mdh1"
"9823","Wdpcp"
"9824","Ehbp1"
"9825","Tmem17"
"9826","B3gnt2"
"9827","Gm20456"
"9828","9130230N09Rik"
"9829","Commd1"
"9830","Zrsr1"
"9831","Cct4"
"9832","Fam161a"
"9833","Gm12059"
"9834","Xpo1"
"9835","Usp34"
"9836","Ahsa2"
"9837","Selenok-ps1"
"9838","0610010F05Rik"
"9839","Pex13"
"9840","Pus10"
"9841","Rel"
"9842","Papolg"
"9843","Bcl11a"
"9844","Gm12064"
"9845","Gm12068"
"9846","5730522E02Rik"
"9847","Fancl"
"9848","Vrk2"
"9849","Ccdc85a"
"9850","Efemp1"
"9851","Pnpt1"
"9852","A630052C17Rik"
"9853","Ppp4r3b"
"9854","Cfap36"
"9855","Ccdc88a"
"9856","Prorsd1"
"9857","Gm12089"
"9858","Mtif2"
"9859","Clhc1"
"9860","Rtn4"
"9861","Eml6"
"9862","Sptbn1"
"9863","Gm8098"
"9864","Acyp2"
"9865","Psme4"
"9866","Gpr75"
"9867","Asb3"
"9868","Erlec1"
"9869","Chac2"
"9870","Stc2"
"9871","Bod1"
"9872","Cpeb4"
"9873","Nsg2"
"9874","Snrnp25"
"9875","Rhbdf1"
"9876","Nprl3"
"9877","Mpg"
"9878","Hba-a1"
"9879","Sh3pxd2b"
"9880","Ubtd2"
"9881","Stk10"
"9882","Fbxw11"
"9883","Npm1"
"9884","Tlx3"
"9885","Ranbp17"
"9886","Gabrp"
"9887","D130052B06Rik"
"9888","Kcnip1"
"9889","4930469K13Rik"
"9890","Lcp2"
"9891","Foxi1"
"9892","Dock2"
"9893","Insyn2b"
"9894","Spdl1"
"9895","Slit3"
"9896","Pank3"
"9897","Rars"
"9898","Wwc1"
"9899","Tenm2"
"9900","Mat2b"
"9901","Hmmr"
"9902","Nudcd2"
"9903","Ccng1"
"9904","Atp10b"
"9905","Gm12146"
"9906","Pttg1"
"9907","Slu7"
"9908","Ccnjl"
"9909","4933415A04Rik"
"9910","Pwwp2a"
"9911","Ttc1"
"9912","Ublcp1"
"9913","Rnf145"
"9914","Ebf1"
"9915","F630206G17Rik"
"9916","Clint1"
"9917","Lsm11"
"9918","Thg1l"
"9919","Gm12166"
"9920","Adam19"
"9921","Nipal4"
"9922","Cyfip2"
"9923","Itk"
"9924","Med7"
"9925","Havcr2"
"9926","Timd2"
"9927","Sgcd"
"9928","Rack1"
"9929","Trim41"
"9930","Gm12184"
"9931","Trim7"
"9932","Gm16170"
"9933","Irgm1"
"9934","Gm5431"
"9935","Gm12185"
"9936","Psme2b"
"9937","9930111J21Rik1"
"9938","Olfr56"
"9939","Tgtp1"
"9940","9930111J21Rik2"
"9941","Tgtp2"
"9942","Ifi47"
"9943","Zfp62"
"9944","Mgat1"
"9945","Flt4"
"9946","Cnot6"
"9947","Gfpt2"
"9948","Mapk9"
"9949","Rasgef1c"
"9950","Rnf130"
"9951","Tbc1d9b"
"9952","Mrnip"
"9953","Sqstm1"
"9954","Mgat4b"
"9955","Ltc4s"
"9956","Gm26542"
"9957","Maml1"
"9958","Canx"
"9959","Hnrnph1"
"9960","Rufy1"
"9961","Adamts2"
"9962","Zfp354c"
"9963","Zfp879"
"9964","Zfp454"
"9965","Zfp2"
"9966","Zfp354b"
"9967","Zfp354a"
"9968","BC049762"
"9969","Clk4"
"9970","Col23a1"
"9971","Phykpl"
"9972","Hnrnpab"
"9973","Nhp2"
"9974","Rmnd5b"
"9975","N4bp3"
"9976","D930048N14Rik"
"9977","0610009B22Rik"
"9978","Sec24a"
"9979","Sar1b"
"9980","Jade2"
"9981","Cdkn2aipnl"
"9982","Ube2b"
"9983","Cdkl3"
"9984","Ppp2ca"
"9985","Skp1a"
"9986","Tcf7"
"9987","A630014C17Rik"
"9988","Vdac1"
"9989","9530068E07Rik"
"9990","Fstl4"
"9991","Hspa4"
"9992","Zcchc10"
"9993","Aff4"
"9994","Uqcrq"
"9995","Shroom1"
"9996","Sept8"
"9997","Kif3a"
"9998","Rad50"
"9999","Irf1"
"10000","Gm12216"
"10001","Slc22a5"
"10002","Slc22a21"
