"","x"
"4578","Zfp644"
"4579","Cdc7"
"4580","Tgfbr3"
"4581","Brdt"
"4582","Ephx4"
"4583","Btbd8"
"4584","Glmn"
"4585","Rpap2"
"4586","Evi5"
"4587","Dipk1a"
"4588","Mtf2"
"4589","Tmed5"
"4590","Ccdc18"
"4591","Dr1"
"4592","Pigg"
"4593","Pde6b"
"4594","Atp5k"
"4595","Mfsd7a"
"4596","Pcgf3"
"4597","Gak"
"4598","Tmem175"
"4599","Dgkq"
"4600","Idua"
"4601","Fgfrl1"
"4602","Vmn2r13"
"4603","Crlf2"
"4604","5430403G16Rik"
"4605","4930522L14Rik"
"4606","A430073D23Rik"
"4607","Gm15446"
"4608","1010001B22Rik"
"4609","Zfp932"
"4610","Gm17655"
"4611","Gm35315"
"4612","Plcxd1"
"4613","Gtpbp6"
"4614","Zfp605"
"4615","Chfr"
"4616","Gm15787"
"4617","Golga3"
"4618","Gm43138"
"4619","Gm43137"
"4620","Ankle2"
"4621","Pgam5"
"4622","Gm15788"
"4623","Pxmp2"
"4624","Pole"
"4625","Fbrsl1"
"4626","Galnt9"
"4627","Noc4l"
"4628","Ddx51"
"4629","Gm42595"
"4630","Ep400"
"4631","Gm15559"
"4632","Pus1"
"4633","Ulk1"
"4634","Hscb"
"4635","Chek2"
"4636","Ttc28"
"4637","Pitpnb"
"4638","Mn1"
"4639","Cryba4"
"4640","Crybb1"
"4641","Tpst2"
"4642","Tfip11"
"4643","Srrd"
"4644","Hps4"
"4645","Crybb3"
"4646","2900026A02Rik"
"4647","Gm42161"
"4648","Sgsm1"
"4649","Cmklr1"
"4650","Ficd"
"4651","Sart3"
"4652","Iscu"
"4653","Selplg"
"4654","Coro1c"
"4655","Ssh1"
"4656","Usp30"
"4657","Alkbh2"
"4658","Ung"
"4659","Acacb"
"4660","Myo1h"
"4661","Kctd10"
"4662","Ube3b"
"4663","Mmab"
"4664","Mvk"
"4665","Fam222a"
"4666","Trpv4"
"4667","Gltp"
"4668","Tchp"
"4669","Git2"
"4670","4930515G01Rik"
"4671","Ankrd13a"
"4672","1500011B03Rik"
"4673","Oasl2"
"4674","Gm13822"
"4675","Oasl1"
"4676","2210016L21Rik"
"4677","Sppl3"
"4678","Gm10401"
"4679","Acads"
"4680","Unc119b"
"4681","Mlec"
"4682","Pop5"
"4683","Rnf10"
"4684","Coq5"
"4685","Dynll1"
"4686","Gm13830"
"4687","Srsf9"
"4688","Gatc"
"4689","Triap1"
"4690","Cox6a1"
"4691","Gm42903"
"4692","Pla2g1b"
"4693","Sirt4"
"4694","Pxn"
"4695","Gm13840"
"4696","Gcn1"
"4697","1110006O24Rik"
"4698","Rab35"
"4699","Bicdl1"
"4700","Cit"
"4701","Prkab1"
"4702","Hspb8"
"4703","Srrm4"
"4704","Suds3"
"4705","9530046B11Rik"
"4706","Taok3"
"4707","Pebp1"
"4708","Gm10399"
"4709","Vsig10"
"4710","Wsb2"
"4711","Rfc5"
"4712","Gm15728"
"4713","Ksr2"
"4714","Fbxo21"
"4715","Tesc"
"4716","Fbxw8"
"4717","Gm9754"
"4718","Rnft2"
"4719","2410131K14Rik"
"4720","Med13l"
"4721","Tbx3"
"4722","Rbm19"
"4723","Gm10390"
"4724","Lhx5"
"4725","Sdsl"
"4726","Plbd2"
"4727","Slc8b1"
"4728","Tpcn1"
"4729","Iqcd"
"4730","Rita1"
"4731","Ddx54"
"4732","Gm43579"
"4733","Rasal1"
"4734","Dtx1"
"4735","Oas2"
"4736","Oas3"
"4737","Oas1c"
"4738","Oas1g"
"4739","Oas1a"
"4740","Ptpn11"
"4741","Hectd4"
"4742","Trafd1"
"4743","Gm42917"
"4744","Naa25"
"4745","Erp29"
"4746","Tmem116"
"4747","Adam1a"
"4748","Mapkapk5"
"4749","Aldh2"
"4750","Acad12"
"4751","Acad10"
"4752","Brap"
"4753","Atxn2"
"4754","Gm16552"
"4755","Sh2b3"
"4756","Pheta1"
"4757","Ppp1cc"
"4758","Hvcn1"
"4759","Tctn1"
"4760","Pptc7"
"4761","Rad9b"
"4762","Vps29"
"4763","Fam216a"
"4764","Gpn3"
"4765","Arpc3"
"4766","Gm42829"
"4767","Anapc7"
"4768","Atp2a2"
"4769","Ift81"
"4770","P2rx7"
"4771","P2rx4"
"4772","Camkk2"
"4773","Anapc5"
"4774","Rnf34"
"4775","Kdm2b"
"4776","A930024E05Rik"
"4777","Gm2479"
"4778","Orai1"
"4779","Morn3"
"4780","Tmem120b"
"4781","Rhof"
"4782","AI480526"
"4783","4932422M17Rik"
"4784","Setd1b"
"4785","Psmd9"
"4786","Wdr66"
"4787","Gm15860"
"4788","Bcl7a"
"4789","5830487J09Rik"
"4790","Gm15747"
"4791","Mlxip"
"4792","Gm43813"
"4793","Lrrc43"
"4794","Gm15751"
"4795","Diablo"
"4796","B3gnt4"
"4797","Vps33a"
"4798","Clip1"
"4799","Zcchc8"
"4800","Rsrc2"
"4801","Kntc1"
"4802","Hcar2"
"4803","Denr"
"4804","Ccdc62"
"4805","Hip1r"
"4806","Vps37b"
"4807","Gm43661"
"4808","Abcb9"
"4809","Gm16001"
"4810","Ogfod2"
"4811","Arl6ip4"
"4812","Pitpnm2"
"4813","Mphosph9"
"4814","2810006K23Rik"
"4815","Cdk2ap1"
"4816","Sbno1"
"4817","Kmt5a"
"4818","Rilpl2"
"4819","Snrnp35"
"4820","Rilpl1"
"4821","Tmed2"
"4822","Ddx55"
"4823","Eif2b1"
"4824","Gtf2h3"
"4825","Tctn2"
"4826","Atp6v0a2"
"4827","Dnah10"
"4828","Ccdc92"
"4829","Zfp664"
"4830","Rflna"
"4831","Ncor2"
"4832","Gm42839"
"4833","Gm32585"
"4834","Scarb1"
"4835","Gm40323"
"4836","Ubc"
"4837","Gm10382"
"4838","Dhx37"
"4839","Bri3bp"
"4840","Aacs"
"4841","Tmem132b"
"4842","Slc15a4"
"4843","Glt1d1"
"4844","Stx2"
"4845","Ran"
"4846","Adgrd1"
"4847","Sfswap"
"4848","Mmp17"
"4849","Zfp11"
"4850","Mrps17"
"4851","Nipsnap2"
"4852","Gm15903"
"4853","Psph"
"4854","Cct6a"
"4855","Sumf2"
"4856","Phkg1"
"4857","Chchd2"
"4858","Zbed5"
"4859","Nupr1l"
"4860","Vkorc1l1"
"4861","Gusb"
"4862","Asl"
"4863","Crcp"
"4864","Tpst1"
"4865","Kctd7"
"4866","Rabgef1"
"4867","Tmem248"
"4868","Gm6598"
"4869","Sbds"
"4870","Tyw1"
"4871","Caln1"
"4872","Galnt17"
"4873","Auts2"
"4874","2810432F15Rik"
"4875","4930563F08Rik"
"4876","Gm42439"
"4877","Castor2"
"4878","Rcc1l"
"4879","Gtf2ird2"
"4880","Ncf1"
"4881","Gtf2i"
"4882","Gtf2ird1"
"4883","Clip2"
"4884","Gm42884"
"4885","Rfc2"
"4886","Lat2"
"4887","Eif4h"
"4888","Limk1"
"4889","Eln"
"4890","Mettl27"
"4891","Cldn4"
"4892","Cldn3"
"4893","Wbscr25"
"4894","Abhd11"
"4895","Stx1a"
"4896","Bud23"
"4897","Dnajc30"
"4898","Vps37d"
"4899","Mlxipl"
"4900","Tbl2"
"4901","Bcl7b"
"4902","Baz1b"
"4903","Fzd9"
"4904","Nsun5"
"4905","Pom121"
"4906","Hip1"
"4907","Rhbdd2"
"4908","Por"
"4909","Tmem120a"
"4910","Styxl1"
"4911","Mdh2"
"4912","Hspb1"
"4913","Ywhag"
"4914","Ssc4d"
"4915","Dtx2"
"4916","Upk3bl"
"4917","Rasa4"
"4918","Polr2j"
"4919","Lrwd1"
"4920","Alkbh4"
"4921","Orai2"
"4922","Prkrip1"
"4923","Sh2b2"
"4924","Cux1"
"4925","Gm16599"
"4926","Ift22"
"4927","4933404O12Rik"
"4928","Fis1"
"4929","Cldn15"
"4930","Znhit1"
"4931","Plod3"
"4932","Ap1s1"
"4933","Serpine1"
"4934","Trim56"
"4935","Ufsp1"
"4936","Srrt"
"4937","Trip6"
"4938","Slc12a9"
"4939","Ephb4"
"4940","Epo"
"4941","Pop7"
"4942","9130604C24Rik"
"4943","Gm8066"
"4944","Gigyf1"
"4945","Gnb2"
"4946","Mospd3"
"4947","Pcolce"
"4948","Fbxo24"
"4949","Gm36266"
"4950","Lrch4"
"4951","Sap25"
"4952","Agfg2"
"4953","Nyap1"
"4954","Tsc22d4"
"4955","Ppp1r35"
"4956","Mepce"
"4957","Zcwpw1"
"4958","Pilra"
"4959","Pilrb1"
"4960","Gm36551"
"4961","Pilrb2"
"4962","Zkscan1"
"4963","Zscan21"
"4964","Zfp113"
"4965","Cops6"
"4966","Mcm7"
"4967","Ap4m1"
"4968","Taf6"
"4969","Cnpy4"
"4970","Mblac1"
"4971","Lamtor4"
"4972","Map11"
"4973","6330418K02Rik"
"4974","Gpc2"
"4975","Pvrig"
"4976","Gm10874"
"4977","Zfp157"
"4978","Zfp68"
"4979","A430033K04Rik"
"4980","Fam20c"
"4981","Pdgfa"
"4982","6330403L08Rik"
"4983","Prkar1b"
"4984","Gm15672"
"4985","Dnaaf5"
"4986","Sun1"
"4987","Get4"
"4988","Adap1"
"4989","Cox19"
"4990","3110082I17Rik"
"4991","Gpr146"
"4992","C130050O18Rik"
"4993","Gper1"
"4994","Zfand2a"
"4995","Micall2"
"4996","Ints1"
"4997","Mafk"
"4998","Tmem184a"
"4999","Psmg3"
"5000","Mad1l1"
"5001","Nudt1"
"5002","Mrm2"
"5003","Snx8"
"5004","Eif3b"
"5005","Gm4869"
"5006","Chst12"
"5007","Lfng"
"5008","Ttyh3"
"5009","Iqce"
"5010","Brat1"
"5011","Amz1"
"5012","Gna12"
"5013","Card11"
"5014","Sdk1"
"5015","Foxk1"
"5016","Ap5z1"
"5017","Wipi2"
"5018","Slc29a4"
"5019","Tnrc18"
"5020","Fbxl18"
"5021","D430018E03Rik"
"5022","Actb"
"5023","Fscn1"
"5024","Rnf216"
"5025","Rbakdn"
"5026","Rbak"
"5027","Zfp12"
"5028","Zfp316"
"5029","BC030343"
"5030","E130309D02Rik"
"5031","Zdhhc4"
"5032","0610040B10Rik"
"5033","Gm20635"
"5034","Kdelr2"
"5035","Daglb"
"5036","Rac1"
"5037","Fam220a"
"5038","Fam220a.1"
"5039","Cyth3"
"5040","Usp42"
"5041","D130017N08Rik"
"5042","Eif2ak1"
"5043","Ankrd61"
"5044","Aimp2"
"5045","Pms2"
"5046","Gm17135"
"5047","Rsph10b"
"5048","Ccz1"
"5049","Lmtk2"
"5050","Bhlha15"
"5051","Tecpr1"
"5052","2900089D17Rik"
"5053","Bri3"
"5054","Baiap2l1"
"5055","Gm15708"
"5056","Nptx2"
"5057","Trrap"
"5058","Smurf1"
"5059","Arpc1a"
"5060","Arpc1b"
"5061","Pdap1"
"5062","Bud31"
"5063","Ptcd1"
"5064","Cpsf4"
"5065","Atp5j2"
"5066","Zkscan14"
"5067","Zkscan5"
"5068","Zfp655"
"5069","Zscan25"
"5070","B230303O12Rik"
"5071","Gm43625"
"5072","Rnf6"
"5073","Cdk8"
"5074","Usp12"
"5075","Rasl11a"
"5076","Gtf3a"
"5077","Mtif3"
"5078","Lnx2"
"5079","Polr1d"
"5080","D5Ertd605e"
"5081","Pan3"
"5082","Flt1"
"5083","Pomp"
"5084","Slc46a3"
"5085","Mtus2"
"5086","Slc7a1"
"5087","Ubl3"
"5088","Katnal1"
"5089","Gm15406"
"5090","1810059H22Rik"
"5091","5930430L01Rik"
"5092","Gm15411"
"5093","Hmgb1"
"5094","Gm42788"
"5095","Gm43332"
"5096","Uspl1"
"5097","Alox5ap"
"5098","BC028471"
"5099","Medag"
"5100","Tex26"
"5101","Gm15997"
"5102","Wdr95"
"5103","Hsph1"
"5104","B3glct"
"5105","Fry"
"5106","Brca2"
"5107","N4bp2l1"
"5108","Gm43597"
"5109","N4bp2l2"
"5110","Pds5b"
"5111","Gm36447"
"5112","Stard13"
"5113","D730045B01Rik"
"5114","1700028E10Rik"
"5115","Rfc3"
"5116","Gm20559"
"5117","Samd9l"
"5118","Vps50"
"5119","Tfpi2"
"5120","Gng11"
"5121","Bet1"
"5122","Col1a2"
"5123","Casd1"
"5124","Sgce"
"5125","Peg10"
"5126","Ppp1r9a"
"5127","Pon3"
"5128","Pon2"
"5129","Pdk4"
"5130","Dync1i1"
"5131","Slc25a13"
"5132","Sem1"
"5133","Dlx5"
"5134","Sdhaf3"
"5135","Tac1"
"5136","Asns"
"5137","C1galt1"
"5138","Col28a1"
"5139","Mios"
"5140","Rpa3"
"5141","Umad1"
"5142","Gm16055"
"5143","Gm16043"
"5144","A430035B10Rik"
"5145","Glcci1"
"5146","Ica1"
"5147","Ndufa4"
"5148","Phf14"
"5149","Thsd7a"
"5150","Gm44129"
"5151","Tmem106b"
"5152","Tmem168"
"5153","Bmt2"
"5154","Gpr85"
"5155","2610001J05Rik"
"5156","1110019D14Rik"
"5157","Mdfic"
"5158","Gm15473"
"5159","Gm4876"
"5160","Tes"
"5161","Gm15581"
"5162","Cav2"
"5163","Cav1"
"5164","Met"
"5165","Capza2"
"5166","St7"
"5167","Wnt2"
"5168","Cftr"
"5169","Cttnbp2"
"5170","Gm20186"
"5171","Lsm8"
"5172","Kcnd2"
"5173","Tspan12"
"5174","Ing3"
"5175","Cped1"
"5176","Wnt16"
"5177","Fam3c"
"5178","Ptprz1"
"5179","Aass"
"5180","Cadps2"
"5181","Ndufa5"
"5182","Wasl"
"5183","Tmem229a"
"5184","Pot1a"
"5185","Grm8"
"5186","6530409C15Rik"
"5187","Zfp800"
"5188","Gcc1"
"5189","Arf5"
"5190","Snd1"
"5191","Lrrc4"
"5192","Rbm28"
"5193","Impdh1"
"5194","Hilpda"
"5195","Fam71f2"
"5196","Calu"
"5197","Opn1sw"
"5198","Ccdc136"
"5199","Flnc"
"5200","Atp6v1f"
"5201","Irf5"
"5202","Tnpo3"
"5203","Tspan33"
"5204","Smo"
"5205","Ahcyl2"
"5206","Nrf1"
"5207","Rncr4"
"5208","Ube2h"
"5209","Zc3hc1"
"5210","Klhdc10"
"5211","Tmem209"
"5212","Cep41"
"5213","Mest"
"5214","Copg2"
"5215","Lncpint"
"5216","2210408F21Rik"
"5217","Gm14532"
"5218","Mkln1os"
"5219","Mkln1"
"5220","Podxl"
"5221","Gm43154"
"5222","Chchd3"
"5223","Exoc4"
"5224","Lrguk"
"5225","Gm13856"
"5226","Slc35b4"
"5227","Akr1b3"
"5228","Akr1b8"
"5229","Akr1b10"
"5230","Bpgm"
"5231","Cald1"
"5232","Gm13861"
"5233","Gm14547"
"5234","Agbl3"
"5235","Tmem140"
"5236","Cyren"
"5237","Wdr91"
"5238","Cnot4"
"5239","Nup205"
"5240","1810058I24Rik"
"5241","Mtpn"
"5242","Chrm2"
"5243","Ptn"
"5244","Dgki"
"5245","1700111E14Rik"
"5246","Creb3l2"
"5247","Trim24"
"5248","Svopl"
"5249","Atp6v0a4"
"5250","Tmem213"
"5251","D630045J12Rik"
"5252","Zc3hav1l"
"5253","Zc3hav1"
"5254","Ttc26"
"5255","Ubn2"
"5256","Fmc1"
"5257","Luc7l2"
"5258","Klrg2"
"5259","Hipk2"
"5260","Tbxas1"
"5261","Parp12"
"5262","4930599N23Rik"
"5263","Kdm7a"
"5264","Gm49041"
"5265","Slc37a3"
"5266","Rab19"
"5267","Mkrn1"
"5268","Gm10244"
"5269","Adck2"
"5270","Gm16272"
"5271","Ndufb2"
"5272","Braf"
"5273","Mrps33"
"5274","Agk"
"5275","E330009J07Rik"
"5276","Ssbp1"
"5277","Clec5a"
"5278","Mgam"
"5279","Trbv1"
"5280","Trbv3"
"5281","Trbv4"
"5282","Trbv19"
"5283","Trbv26"
"5284","Trbv29"
"5285","Prss2"
"5286","Trbc1"
"5287","Trbc2"
"5288","Trbv31"
"5289","Ephb6"
"5290","Trpv6"
"5291","Pip"
"5292","Sval2"
"5293","Gstk1"
"5294","Tmem139"
"5295","Casp2"
"5296","Clcn1"
"5297","Gm44284"
"5298","Zyx"
"5299","Epha1"
"5300","2010310C07Rik"
"5301","Tcaf2"
"5302","Tcaf1"
"5303","Gm44731"
"5304","Arhgef5"
"5305","Tpk1"
"5306","Cntnap2"
"5307","Cul1"
"5308","Ezh2"
"5309","Pdia4"
"5310","Zfp786"
"5311","Zfp398"
"5312","Zfp282"
"5313","Zfp212"
"5314","Zfp956"
"5315","Zfp777"
"5316","Zfp746"
"5317","Krba1"
"5318","Zfp467"
"5319","Atp6v0e2"
"5320","Lrrc61"
"5321","Rarres2"
"5322","Repin1"
"5323","Zfp775"
"5324","Gimap8"
"5325","Gimap9"
"5326","Gimap4"
"5327","Gimap6"
"5328","Gimap7"
"5329","Gimap1"
"5330","Gimap5"
"5331","Gimap3"
"5332","Tmem176b"
"5333","Tmem176a"
"5334","Malsu1"
"5335","Igf2bp3"
"5336","Tra2a"
"5337","Ccdc126"
"5338","Fam221a"
"5339","Npy"
"5340","Mpp6"
"5341","Gsdme"
"5342","Osbpl3"
"5343","Cycs"
"5344","5430402O13Rik"
"5345","4921507P07Rik"
"5346","C530044C16Rik"
"5347","0610033M10Rik"
"5348","Nfe2l3"
"5349","Hnrnpa2b1"
"5350","Cbx3"
"5351","Snx10"
"5352","Skap2"
"5353","Hoxa1"
"5354","Hotairm1"
"5355","Hibadh"
"5356","Tax1bp1"
"5357","Jazf1"
"5358","Creb5"
"5359","Tril"
"5360","Chn2"
"5361","Gm15527"
"5362","9130019P16Rik"
"5363","Prr15"
"5364","Wipf3"
"5365","Scrn1"
"5366","Fkbp14"
"5367","Plekha8"
"5368","Mturn"
"5369","Znrf2"
"5370","Nod1"
"5371","Ggct"
"5372","Gars"
"5373","Mindy4"
"5374","Itprid1"
"5375","Pde1c"
"5376","Lsm5"
"5377","Avl9"
"5378","Kbtbd2"
"5379","Fkbp9"
"5380","Nt5c3"
"5381","Ppm1k"
"5382","Herc6"
"5383","Lancl2"
"5384","Vopp1"
"5385","Abcg2"
"5386","Herc3"
"5387","Fam13a"
"5388","BB365896"
"5389","Tigd2"
"5390","Gprin3"
"5391","Snca"
"5392","A730020E08Rik"
"5393","Ccser1"
"5394","Grid2"
"5395","Smarcad1"
"5396","Hpgds"
"5397","Tnip3"
"5398","Ndnf"
"5399","Prdm5"
"5400","Mad2l1"
"5401","4930597O21Rik"
"5402","Gng12"
"5403","Gm36816"
"5404","Gadd45a"
"5405","E230016M11Rik"
"5406","Serbp1"
"5407","Il12rb2"
"5408","Il23r"
"5409","Gm42889"
"5410","Tacstd2"
"5411","Igkc"
"5412","Rpia"
"5413","Eif2ak3"
"5414","Thnsl2"
"5415","Smyd1"
"5416","Krcc1"
"5417","Cd8b1"
"5418","Gm44174"
"5419","Gm44175"
"5420","Cd8a"
"5421","Rmnd5a"
"5422","Rnf103"
"5423","Chmp3"
"5424","Kdm3a"
"5425","Mrpl35"
"5426","Immt"
"5427","Ptcd3"
"5428","Polr1a"
"5429","St3gal5"
"5430","Usp39"
"5431","Gm45051"
"5432","0610030E20Rik"
"5433","Tmem150a"
"5434","Rnf181"
"5435","Vamp5"
"5436","Vamp8"
"5437","Ggcx"
"5438","Mat2a"
"5439","Capg"
"5440","Elmod3"
"5441","Retsat"
"5442","Tgoln1"
"5443","Gm20536"
"5444","Tcf7l1"
"5445","Gm15401"
"5446","Gm15402"
"5447","Kcmf1"
"5448","Gm26640"
"5449","Tmsb10"
"5450","Gm20560"
"5451","Dnah6"
"5452","Suclg1"
"5453","Gm9008"
"5454","Reg3b"
"5455","Reg3g"
"5456","Gcfc2"
"5457","Mrpl19"
"5458","Eva1a"
"5459","Pole4"
"5460","Hk2"
"5461","Gm32591"
"5462","M1ap"
"5463","Dok1"
"5464","Loxl3"
"5465","Htra2"
"5466","Aup1"
"5467","Dqx1"
"5468","Pcgf1"
"5469","Lbx2"
"5470","Ccdc142"
"5471","Ccdc142os"
"5472","Mrpl53"
"5473","Mogs"
"5474","Wbp1"
"5475","Ino80b"
"5476","Rtkn"
"5477","Wdr54"
"5478","1700003E16Rik"
"5479","Dctn1"
"5480","Gm15624"
"5481","Mthfd2"
"5482","Mob1a"
"5483","Bola3"
"5484","Tet3"
"5485","B230319C09Rik"
"5486","Dguok"
"5487","Actg2"
"5488","Stambp"
"5489","Atp6v1b1"
"5490","1700124L16Rik"
"5491","Tex261"
"5492","Nagk"
"5493","Paip2b"
"5494","Zfp638"
"5495","Gm43920"
"5496","Dysf"
"5497","Cyp26b1"
"5498","Exoc6b"
"5499","Spr"
"5500","Sfxn5"
"5501","Rab11fip5"
"5502","Smyd5"
"5503","Pradc1"
"5504","Cct7"
"5505","Alms1"
"5506","Nat8f7"
"5507","Nat8f3"
"5508","Nat8f5"
"5509","Nat8"
"5510","Nat8f2"
"5511","Nat8f4"
"5512","Nat8f1"
"5513","Tprkb"
"5514","Dusp11"
"5515","Gm19265"
"5516","Tgfa"
"5517","Fam136a"
"5518","Snrpg"
"5519","Gm44941"
"5520","Pcyox1"
"5521","Tia1"
"5522","C87436"
"5523","A430078I02Rik"
"5524","2310040G24Rik"
"5525","Pcbp1"
"5526","1600020E01Rik"
"5527","Asprv1"
"5528","Mxd1"
"5529","Snrnp27"
"5530","Gmcl1"
"5531","Gm44036"
"5532","Anxa4"
"5533","2610306M01Rik"
"5534","Aak1"
"5535","Gm44091"
"5536","Nfu1"
"5537","Gfpt1"
"5538","Antxr1"
"5539","Arhgap25"
"5540","Aplf"
"5541","Gm44097"
"5542","Rab43"
"5543","Isy1"
"5544","Cnbp"
"5545","Copg1"
"5546","Gm26636"
"5547","Hmces"
"5548","H1fx"
"5549","Gm5577"
"5550","Rab7"
"5551","Rpn1"
"5552","Gata2"
"5553","Eefsec"
"5554","Ruvbl1"
"5555","Sec61a1"
"5556","Gm44170"
"5557","Kbtbd12"
"5558","Mgll"
"5559","Abtb1"
"5560","Podxl2"
"5561","Mcm2"
"5562","Tpra1"
"5563","4933427D06Rik"
"5564","Gm26811"
"5565","Plxna1"
"5566","Chchd6"
"5567","Txnrd3"
"5568","Vmn1r43"
"5569","Zxdc"
"5570","Aldh1l1"
"5571","Slc41a3"
"5572","Iqsec1"
"5573","Gm44123"
"5574","Nup210"
"5575","Hdac11"
"5576","Fbln2"
"5577","1810044D09Rik"
"5578","Chchd4"
"5579","Tmem43"
"5580","Xpc"
"5581","Lsm3"
"5582","Slc6a6"
"5583","Grip2"
"5584","Ccdc174"
"5585","4930590J08Rik"
"5586","Nr2c2"
"5587","Mrps25"
"5588","Rbsn"
"5589","Prickle2"
"5590","Adamts9"
"5591","A730049H05Rik"
"5592","Gm15737"
"5593","9530026P05Rik"
"5594","Magi1"
"5595","Slc25a26"
"5596","Lrig1"
"5597","Kbtbd8"
"5598","Suclg2"
"5599","Eogt"
"5600","Tmf1"
"5601","Uba3"
"5602","Arl6ip5"
"5603","Frmd4b"
"5604","Mitf"
"5605","Foxp1"
"5606","Eif4e3"
"5607","Rybp"
"5608","Shq1"
"5609","Gxylt2"
"5610","Ppp4r2"
"5611","Gm43948"
"5612","Pdzrn3"
"5613","Gm26911"
"5614","Chl1"
"5615","Trnt1"
"5616","Crbn"
"5617","Setmar"
"5618","Sumf1"
"5619","Itpr1"
"5620","Gm44040"
"5621","0610040F04Rik"
"5622","Bhlhe40"
"5623","Arl8b"
"5624","Edem1"
"5625","Grm7"
"5626","Lmcd1"
"5627","Oxtr"
"5628","Rad18"
"5629","Srgap3"
"5630","Gm44081"
"5631","Thumpd3"
"5632","Gt(ROSA)26Sor"
"5633","Setd5"
"5634","Lhfpl4"
"5635","Mtmr14"
"5636","Cpne9"
"5637","Brpf1"
"5638","Gm15492"
"5639","Ogg1"
"5640","Camk1"
"5641","Tada3"
"5642","Arpc4"
"5643","Ttll3"
"5644","Rpusd3"
"5645","Jagn1"
"5646","Il17re"
"5647","Il17rc"
"5648","Creld1"
"5649","Emc3"
"5650","Fancd2"
"5651","Brk1"
"5652","Vhl"
"5653","Irak2"
"5654","Tatdn2"
"5655","Gm26982"
"5656","Ghrl"
"5657","Sec13"
"5658","Atp2b2"
"5659","Atg7"
"5660","Vgll4"
"5661","Tamm41"
"5662","Syn2"
"5663","Tsen2"
"5664","Mkrn2"
"5665","Raf1"
"5666","D830050J10Rik"
"5667","Tmem40"
"5668","Cand2"
"5669","Efcab12"
"5670","Mbd4"
"5671","Ift122"
"5672","Plxnd1"
"5673","Tmcc1"
"5674","Gm20404"
"5675","9530062K07Rik"
"5676","Washc2"
"5677","Zfand4"
"5678","March8"
"5679","Alox5"
"5680","Zfp422"
"5681","Rassf4"
"5682","Depp1"
"5683","Tmem72"
"5684","Cxcl12"
"5685","Gm7292"
"5686","Zfp637"
"5687","Zfp239"
"5688","Hnrnpf"
"5689","Fxyd4"
"5690","Rasgef1a"
"5691","Csgalnact2"
"5692","Ret"
"5693","Bms1"
"5694","Zfp248"
"5695","Zfp9"
"5696","Ankrd26"
"5697","Cacna1c"
"5698","Dcp1b"
"5699","Adipor2"
"5700","Wnt5b"
"5701","Fbxl14"
"5702","Erc1"
"5703","Gm44317"
"5704","Rad52"
"5705","Wnk1"
"5706","Ninj2"
"5707","B4galnt3"
"5708","Ccdc77"
"5709","Kdm5a"
"5710","Il17ra"
"5711","Hdhd5"
"5712","Cecr2"
"5713","Slc25a18"
"5714","Atp6v1e1"
"5715","Bcl2l13"
"5716","Bid"
"5717","Mical3"
"5718","Gm43915"
"5719","Gm4651"
"5720","Pex26"
"5721","Tuba8"
"5722","Usp18"
"5723","Gm44148"
"5724","A2m"
"5725","M6pr"
"5726","Phc1"
"5727","Rimklb"
"5728","Mfap5"
"5729","Aicda"
"5730","Apobec1"
"5731","Slc2a3"
"5732","Gm26826"
"5733","Foxj2"
"5734","Necap1"
"5735","Clec4a1"
"5736","Clec4n"
"5737","Clec4e"
"5738","Cd163"
"5739","Pex5"
"5740","C1rl"
"5741","C1ra"
"5742","C1s1"
"5743","Lpcat3"
"5744","Emg1"
"5745","Phb2"
"5746","Gm15884"
"5747","Ptpn6"
"5748","Gm20531"
"5749","Grcc10"
"5750","Atn1"
"5751","Eno2"
"5752","Spsb2"
"5753","Tpi1"
"5754","Usp5"
"5755","Cdca3"
"5756","P3h3"
"5757","Lag3"
"5758","Ptms"
"5759","A230083G16Rik"
"5760","Mlf2"
"5761","Cops7a"
"5762","Pianp"
"5763","Zfp384"
"5764","4930557K07Rik"
"5765","Ing4"
"5766","Acrbp"
"5767","Lpar5"
"5768","Chd4"
"5769","Nop2"
"5770","Iffo1"
"5771","Gapdh"
"5772","Ncapd2"
"5773","Mrpl51"
"5774","Vamp1"
"5775","Tapbpl"
"5776","Cd27"
"5777","4930417O13Rik"
"5778","Ltbr"
"5779","Scnn1a"
"5780","Tnfrsf1a"
"5781","Plekhg6"
"5782","Cd9"
"5783","Gm28809"
"5784","Gm26728"
"5785","Vwf"
"5786","Kcna6"
"5787","Ndufa9"
"5788","Rad51ap1"
"5789","D6Wsu163e"
"5790","Tigar"
"5791","Ccnd2"
"5792","Parp11"
"5793","Cracr2a"
"5794","Tspan9"
"5795","Tead4"
"5796","Tulp3"
"5797","Gm44190"
"5798","Rhno1"
"5799","Foxm1"
"5800","Nrip2"
"5801","Itfg2"
"5802","Fkbp4"
"5803","Gm10069"
"5804","Pzp"
"5805","Klrb1a"
"5806","Klrb1c"
"5807","Klrb1b"
"5808","Gm44066"
"5809","BC035044"
"5810","Clec2i"
"5811","Clec2g"
"5812","Gm15987"
"5813","Clec2f"
"5814","Klrb1f"
"5815","Clec2e"
"5816","Clec2d"
"5817","2310001H17Rik"
"5818","Cd69"
"5819","Clec12a"
"5820","1700101I11Rik"
"5821","Gabarapl1"
"5822","Klre1"
"5823","Klrd1"
"5824","Klrk1"
"5825","Klrc2"
"5826","Klrc1"
"5827","Gm156"
