"__mclCluster","EnrichmentMap::Colouring (Tumor_late_early)","EnrichmentMap::ES (Tumor_late_early)","EnrichmentMap::fdr_qvalue (Tumor_late_early)","EnrichmentMap::fwer_qvalue (Tumor_late_early)","EnrichmentMap::Genes","EnrichmentMap::GS_DESCR","EnrichmentMap::gs_size","EnrichmentMap::GS_Type","EnrichmentMap::Name","EnrichmentMap::NES (Tumor_late_early)","EnrichmentMap::pvalue (Tumor_late_early)","name","selected","shared name"
"1","-0.9999999944820674",,"2.20323163722203E-7",,"IFI35|BLK|DNAJB9|DYSF|MRGPRX2|MRGPRA9|MRGPRA2A|SLAMF6|CFH|ICAM1|LBP|H2-M3|HPX|ABR|IRF1|CD70|ENPP3|IRF8|VSIR|IL9R|GIMAP3|RARA|TRP53|CHGA|CD180|SFTPD|LCP1|RC3H1|FOXF1|CD86|FBXO38|IL9|MZB1|DBH|B2M|MS4A2|LGALS9|PI4K2A|ENTPD7|RABGEF1|IL23A|6030468B19RIK|IL17A|HSPD1|IL18|TCIRG1|TGFB2|INPP5D|CD55|TRIM6|MR1|RC3H2|APBB1IP|IL21|EXO1|PSEN1|SUCNR1|PTGER4|TGFB1|BCL10|BST2|PCK1|CDH17|SNX4|TNFRSF1B|FER|CXCL5|ERCC1|UNG|LAG3|CLEC4E|STAT3|KLRC1|STAT5A|D6WSU163E|SIGLECG|PHB2|PTPN6|CD19|LAT|ITGAL|DDX1|SCNN1B|CCR6|SWAP70|DOCK11|ZP3|SASH3|CD40LG|OTUD5|ITM2A|IL13RA2|MSH6|IRF4|CD37|AP1G1|BATF|NPPA|POU2AF1|KIT|RAB27A|SPN|ATG5|BCL3|MALT1|NLRP3|PRAM1|RAG2|KLRC3|CD226|VAV1|NFKBIZ|TMEM98|IL5|H2-EA|HFE|MIR301|NFKBID|SOCS5|H2-DMB2|CD84|CLNK|HLX|FGL2|CTSG|MILR1|LAT2|SHB|HMGB1|TNFRSF14|SELENOK|IFNK|FZD5|ST3GAL1|VSIG4|NKX2-3|IL20RB|IL27|TLR9|IFNE|LYPD10|GAPT|TICAM1|DUSP22|IFNB1|ZFP683|KLRE1|VAMP8|CD177|GATA2|KLRC2|PTGDS|CD8A|GATA3|CD47|HSPA8|CEBPG|TCIM|CR1L|FCER1G|CD46|LYPD11|IL10|ZPBP2|ADA|IGF2|CD300LB|IFNA13|MIR326|TNFSF18|LGALS1|CD59B|C1QBP|IFNA4|GM13288|H2-AB1|SH2D1B2|IFNA12|DDX60|IL4I1|CLEC4G|IGLL1|TRBC1|TREML4|TRBC2|IGHG2C|IGHG3|IGHV5-2|IGHV2-6-8|PGC|IGHV7-3|KLK7|IGHV7-2|KLK5|IGHV4-1|IGHV16-1|IGHV7-1|ARG1|IGHV14-4|IGHV7-4|IGHV13-2|SIRT1|IGHV3-6|IGHV3-8|IGHV12-3|IGHV6-3|IGHV6-6|IGHV15-2|IGHV1-18|EIF2AK4|IGHV1-47|IGHV1-49|IGHV8-12|IGHV8-13|TRDV4|IGLC2|IFNA16|ULBP1|IGHV6-7|HAVCR2|IGHV3-1|IGHV1-53|IGHV1-76|IGHV1-34|IGHV3-3|IGHV1-36|IGHV1-80|IGHV1-61|IGHV1-64|DNASE1|IGHV9-2|IGHV1-74|IGHV5-15|IGHV2-3|IGHV6-4|C2|IGHV5-16|DNASE1L3|IGHV1-50|IGHV1-24|GM13290|IGHV9-4|IGHV1-69|ACE|IGHV8-6|IGHV14-1|IGHV11-1|IGHV1-26|IGHV1-22|GM13271|GM13287|IGHV1-42|IGHV1-81|IGHV1-9|IGHV1-54|IGHV1-56|TAC4|IGHV5-6|PTAFR|IGHA|GM13285|STAT5B|IGHV8-9|IGHV1-82|TYROBP|IGHV1-39|IL4RA|IGHV8-11|IGHV1-59|SPHK2|IGHV1-7|IGHV1-52|IGHV5-9-1|IFNA9|CCL3|SBNO2|IGHV5-9|FER1L5|IGHV1-12|IGHV5-12|TGFB3|IGHV1-4|IFNA1|IGHV1-66|IGHV1-16|IGHV2-9-1|TREX1|IGHV5-17|IGHV14-2|IGHV1-55|IGHV5-4|IGHV14-3|LEP|IGHV10-3|IGHV1-20|IGHV1-43|IGHV1-67|PTK2B|IGHV1-58|PRDX2|IFNA14|IGHV1-37|FCER1A|IGHV10-1|IFNA15|IGHV1-75|TEK|IGHV1-72|TNFAIP3|FES|IGHV1-62-2|ARRB2|IGHV11-2|IL17F|IGHV1-85|IGHV1-78|IGHV8-4|RGCC|IGHV6-5|IGHV1-19|IGHV1-77|IGHV9-3|IGHV2-2|IGHV2-5|TSC1|IGHV1-5|IGHV1-71|GM13289|SLAMF1|GM13272|AGER|IGHV2-9|NCF1|IGHV1-31|IL7R|IGHV2-6|IGHV1-63|IGHV1-62-3|IGHV9-1|IGHV2-7|FADD|IFNZ|NECTIN2|GM13279|WDR1|WNT5A|GM13275|GM13276|IFNAB|GM13277|GM13283|IFNA11|GM13278|IGHV8-2|IGHV8-5|IGHV1-11|IGHV5-12-4|KIF5B|IGHV1-15|IGHV1-23|IRAK3|ANGPT1|ZFP35|IGHV3-4|IGHD|IGHV8-8|TRDC|IGLC1|IGLC4|MYB|APPL2|C8G|MYO1G|C4BP|ARL8B|APCS|EMP2|C8B|IL13|BCL6|C8A|AI182371|C1QC|SYK|C1QB|C1S1|FCGR1|C1RL|IL18R1|SUSD4|F2RL1|PRKCD|PRKDC|C1RA|KDM5D|CFI|RSAD2|YWHAZ|APOA2|C4B|GPRC5B|RTN4|DHX58|C7|MPTX2|APP|KMT2E|C1S2|DDX21|PLCL2|NTN1|C1RB|POMC|GIMAP5|VPREB3|JAG1|CFP|TREM2|CFHR2|CYBC1|SPINK5|TRIM55|CD96|CFD|CFHR4|CFB|GM20547|APPL1|CLU|IRF7|CD74|TRPM4|DPP4|FAS|MSH2|FCNB|PTGDR|C3|FCNA|ANKRD17|NCKAP1L|PLEC|IL6|CRHR1|ANXA1|LTA|XCL1|ABL1|CARD9|TRAF2|CUEDC2|RBP4|RASGRP1|SPON2|MAVS|CRP|DDX58|PTPN22|IL6RA|TRIL|LACC1|STXBP2|MAP3K7|HPRT|LAPTM5|EPHB2|PRDX1|FFAR2|ADORA2B|PRKCZ|GFUS|VAMP2|P2RX7|DENND1B|NPPC|CPLX2|CD27|RNF8|F2|GPI1|SNAP23|PYCARD|STXBP3|SEMA4A|CYRIB|STXBP1|LGALS8|PKN1|STX4A|SPI1|CD36|FGR|AICDA|MDK|KARS|PGLYRP1|PGLYRP3|PGLYRP4|PGLYRP2|IL1B|CTSH|MYD88|EPHB6|MIF|DHX36|MASP1|SERPING1|MBL2|PLCG2|PTX3|MASP2|CD300A|COLEC11|MBL1|CORO1A|MFAP4|NOTCH2|KRT1|LEF1|FFAR3|NBN|ELANE|APOA1|XBP1|CD81|PPP3CB|GFER|CCR7|RPS6|SEMA7A|NLRP6|HK1|RAC2|TLR4|DUSP10|RAPGEF1|JAGN1|MTOR|GBF1|RIPK2|PLA2G5|INAVA|TMBIM6|LYN|ZC3H12A|MFNG|LFNG|TNF|FCER2A|SH2D1A|GZMB|GZMF|PRKCE|GZMN|CD5L|LYST|STX7|IL33|PIK3R6|SERPINB9B|SERPINB9C|C9|GZME|CD24A|TAP2|PLEKHM2|CXCL1|A2M|CLEC2D|CLEC12B|CCR2|KLRD1|TAP1|SERPINB9F|GZMG|PVR|TREM3|TREM1|SERPINB9|SMAD7|GPR183|RAET1E|GZMM|SERPINB9D|SERPINB9G|GZMD|H2-K1|APLF|LIG4|SERPINB9E|H2-T23|IL4|TBX21|SERPINB9H|SUPT6|H2-D1|STAT6|PAXIP1|SLC22A13|IL27RA|TRAF6|NOD2|ATAD5|SCIMP|CD40|H60B|TNFSFM13|RAET1D|GATA1|GZMC|KLRB1B|TFRC|PARP3|H60C|THOC1|NDFIP1|IRAK4|LAMP1|CD28|PTPRC|TNFSF4|IL2|CRACR2A|EXOSC3|ZBTB7B|MAD2L2|SLC15A4|RORC|GM49339|HMCES|HMOX1|PAGR1A|NR4A3|TLR3|MPO|WAS|CGAS|CRK|RAP1A|RIF1|PLD2|CCL19|FOXP3|RIPK3|CLCF1|SHLD2|ITGB2L|CEACAM1|TRP53BP1|SHLD1|KMT5B|IL18RAP|IL12B|FOXP1|CADM1|IFNG|CLEC7A|NSD2|BTK|KMT5C|MIR181B-1|MIR181B-2|DLL1|TNFSF13|GM42742|EXOSC6|LILR4B|UNC13D|LILRB4A|SHLD3|EOMES|C6|MLH1|PDPK1|HC|IL12A|ANXA3|ZBTB1|IL1R1|ATP7A|RPS19|RNF168|FOXJ1|TRAF3IP2|RORA|CBL|CD59A|RFTN1|DOCK2|PLA2G3|CRTAM|GRN|PRF1|RELB|CD244A|CLEC4D|KLRK1|CD160|PIRB|ARID5A|STAP1|CCL2|CTSC|C1QA|NMI|MYO18A|LOXL3|AIRE|ICOSL|ITFG2|RNF19B|NEPN|FUT7|MRGPRB2|MRGPRB8|PHB|MRGPRA6|CX3CR1|LY9|SLC11A1|MRGPRA4|MRGPRB3|MRGPRB1|BCR|MRGPRB4|TUSC2|MRGPRB5","immune effector process","727","ENR","GO:0002252","-1.0","5.51793254402656E-9","GO:0002252","false","GO:0002252"
"9","-0.9999999936427458",,"2.49382812414244E-7",,"IFITM2|IFNL3|TNF|ZC3HAV1|OASL1|LY6E|N4BP1|LTF|OAS3|IFITM7|OAS2|TRIM10|TRIM14|MID2|TRIM25|MAVS|TRIM62|RNASEL|PROX1|SP100|ZFP36|TRIM32|PARP10|SLPI|TRIM11|TRIM15|TRIM12C|TRIM30D|TRIM6|TASOR|OAS1A|OAS1F|SRPK1|TRIM5|ISG20|BST2|MX2|HMGA2|OAS1G|OAS1E|TRIM26|TRIM12A|TRIM8|TRIM30A|SRPK2|PPIA|MRE11A|RESF1|MORC2A|AICDA|INPP5K|MPHOSPH8|TRIM28|UBP1|OASL2|APOBEC3|PLSCR1|FBLN1|OAS1D|HEXIM1|SNX3|MBL2|STAT1|PTX3|TRIM59|CCL5|TRIM13|LARP7|NBN|APCS|ILF3|SHFL|OAS1C|OAS1H|FAM111A|IFNB1|GSN|BANF1|RSAD2|TRIM27|IFITM1|IFITM3|GM45717|IFI204|IFI206|CH25H|IFI207|CIITA|EIF2AK2|ISG15|TRIM65|ZNFX1|CD74|MORC2B|ZFP809|FCNB|IFIH1|TRIM21|TRIM31|IFITM6","negative regulation of viral process","100","ENR","GO:0048525","-1.0","6.35725416261712E-9","GO:0048525","false","GO:0048525"
"1","-0.9999983936012904",,"3.62818940878217E-5",,"TNFRSF13B|RNF125|BACH2|SLAMF6|CD48|ICAM1|H2-M3|HPX|CD274|PDCD1LG2|SKAP1|IRF1|CD70|VSIR|IL9R|ITK|GIMAP3|RC3H1|PRDM1|SAMSN1|CD86|FBXO38|TNFRSF21|IL9|H2-OA|B2M|ENTPD7|NFKB2|IL23A|6030468B19RIK|IL17A|HSPD1|IL18|IL1RL1|TCIRG1|ZAP70|INPP5D|CD55|MR1|RC3H2|PAG1|EXO1|TGFB1|BCL10|SIT1|TNFRSF1B|TEC|ERCC1|UNG|LAG3|CLEC4A2|STAT3|SIGLECG|PTPN6|CD19|LAT|CCR6|SWAP70|ZP3|SASH3|CD40LG|OTUD5|IL13RA2|MSH6|IRF4|TNFSF13B|BATF|CD3E|CD3D|VTCN1|RAB27A|SPN|BCL3|MALT1|NLRP3|CD226|PRR7|NFKBIZ|TMEM98|H2-EA|HFE|H2-AA|MIR301|NFKBID|ARG2|SOCS5|H2-DMB2|H2-DMA|HLX|CD79B|LAT2|H2-OB|HMGB1|TNFRSF14|IFNK|FZD5|ORAI1|IL20RB|IL27|IFNE|DUSP22|IFNB1|THEMIS|ZFP683|TARM1|CD8A|TXK|GATA3|HSPA8|CR1L|FCER1G|CD46|ADA|IFNA13|MIR326|TNFSF18|H2-EB2|TNFRSF13C|C1QBP|IFNA4|GM13288|DCLRE1C|H2-AB1|SH2D1B2|IFNA12|IL4I1|CLEC4G|IGLL1|TRBC1|TREML4|TRBC2|IGHG2C|IGHG3|IGHV5-2|IGHV2-6-8|IGHV7-3|IGHV7-2|IGHV4-1|IGHV16-1|IGHV7-1|ARG1|IGHV14-4|IGHV7-4|IGHV13-2|SIRT1|IGHV3-6|IGHV3-8|IGHV12-3|IGHV6-3|IGHV6-6|IGHV15-2|IGHV1-18|EIF2AK4|IGHV1-47|IGHV1-49|IGHV8-12|IGHV8-13|TRDV4|IGLC2|IFNA16|IGHV6-7|HAVCR2|IGHV3-1|IGHV1-53|IGHV1-76|IGHV1-34|IGHV3-3|IGHV1-36|IGHV1-80|IGHV1-61|IGHV1-64|IGHV9-2|IGHV1-74|IGHV5-15|IGHV2-3|IGHV6-4|C2|IGHV5-16|IGHV1-50|IGHV1-24|GM13290|IGHV9-4|IGHV1-69|IGHV8-6|IGHV14-1|IGHV11-1|IGHV1-26|IGHV1-22|GM13271|GM13287|IGHV1-42|IGHV1-81|PLA2G4A|IGHV1-9|IGHV1-54|IGHV1-56|IGHV5-6|IGHA|GM13285|IGHV8-9|IGHV1-82|IGHV1-39|IL4RA|IGHV8-11|IGHV1-59|IGHV1-7|IGHV1-52|IGHV5-9-1|IFNA9|IGHV5-9|IGHV1-12|IGHV5-12|IGHV1-4|IFNA1|IGHV1-66|IGHV1-16|IGHV2-9-1|TREX1|IGHV5-17|IGHV14-2|IGHV1-55|IGHV5-4|IGHV14-3|IGHV10-3|IGHV1-20|IGHV1-43|IGHV1-67|PTK2B|IGHV1-58|IFNA14|IGHV1-37|FCER1A|IGHV10-1|IFNA15|IGHV1-75|IGHV1-72|TNFAIP3|IGHV1-62-2|IGHV11-2|IL17F|IGHV1-85|IGHV1-78|IGHV8-4|IGHV6-5|IGHV1-19|IGHV1-77|IGHV9-3|IGHV2-2|IGHV2-5|TSC1|IGHV1-5|IGHV1-71|GM13289|SLAMF1|GM13272|AGER|IGHV2-9|IGHV1-31|IL7R|IGHV2-6|IGHV1-63|IGHV1-62-3|IGHV9-1|IGHV2-7|FADD|IFNZ|NECTIN2|GM13279|GM13275|ALOX15|GM13276|IFNAB|GM13277|GM13283|IFNA11|GM13278|ADAM17|IGHV8-2|IGHV8-5|IGHV1-11|IGHV5-12-4|IGHV1-15|IGHV1-23|IGHV3-4|IGHD|IGHV8-8|TRDC|IGLC1|IGLC4|TNFRSF17|MCOLN1|ADGRE1|CD247|C8G|TFE3|MYO1G|PDCD1|C4BP|FCAMR|APCS|EMP2|C8B|BCL6|BMX|C8A|AI182371|C1QC|SYK|C1QB|C1S1|FCGR1|C1RL|IL18R1|SUSD4|LAMP3|MFSD6|KLHL6|CD8B1|PRKCD|C1RA|KDM5D|CFI|H2-EB1|JCHAIN|RSAD2|IL18BP|C4B|IGKV2-112|MCOLN2|IGKV5-48|DBNL|IGHM|TRGV1|IGLV2|C7|MPTX2|C1S2|H2-DMB1|IGKV9-129|IGKV12-41|NTN1|C1RB|GIMAP5|CD4|JAG1|TREM2|CLEC4N|VEGFA|TFEB|IRF7|CD74|TRPM4|DPP4|FAS|JAK2|MSH2|RAG1|C3|HRAS|NCKAP1L|IL6|ALCAM|ANXA1|TNFRSF11A|LTA|XCL1|PRKCQ|CARD9|TRAF2|CRP|IL6RA|FGA|MAP3K7|IL23R|HPRT|NLRP10|EPHB2|PRKCZ|GFUS|P2RX7|DENND1B|RNF8|PYCARD|SEMA4A|CYRIB|PKN1|NOTCH1|AICDA|MEF2C|CSK|IL1B|CTSH|MYD88|EPHB6|MIF|PRKCB|FGB|FGG|SERPING1|MBL2|MASP2|MBL1|TRAT1|LEF1|NBN|CD81|PPP3CB|CCR7|TRIM27|DUSP10|CD7|MTOR|RIPK2|PRKD2|LYN|CTSS|ZC3H12A|TNF|FCER2A|SH2D1A|GZMB|STX7|IL33|SERPINB9B|C9|CD24A|TAP2|CCR2|KLRD1|TAP1|PVR|TREM1|SERPINB9|SMAD7|GPR183|RAET1E|GZMM|LAX1|H2-K1|APLF|LIG4|H2-T23|IL4|TBX21|SUPT6|H2-D1|STAT6|PAXIP1|SLC22A13|IL27RA|TRAF6|NOD2|ATAD5|CD40|TNFSFM13|TFRC|PARP3|THOC1|NDFIP1|SLA2|CD28|PTPRC|TNFSF4|IL2|CRACR2A|EXOSC3|ZBTB7B|MAD2L2|SLC15A4|RORC|GM49339|HMCES|PAGR1A|WAS|ADCY7|FYN|RIF1|CCL19|FOXP3|RIPK3|CLCF1|SHLD2|CEACAM1|JAM3|TRP53BP1|SHLD1|KMT5B|IL12B|IFNG|CLEC7A|NSD2|BTK|KMT5C|MIR181B-1|MIR181B-2|TNFSF13|GM42742|EXOSC6|LILR4B|UNC13D|LILRB4A|SHLD3|EOMES|ERAP1|C6|MLH1|HC|NEDD4|IL12A|ZBTB1|IL1R1|RNF168|FOXJ1|TRAF3IP2|RORA|RFTN1|CRTAM|PRF1|RELB|CD244A|OTUB1|CLEC4D|KLRK1|CD160|PIRB|LIME1|MARCHF8|ARID5A|PIK3CD|CTSC|C3AR1|C1QA|LOXL3|AIRE|ICOSL|IL12RB1|OTUD7B|CD3G|RNF19B|IL17RA|FUT7|CD79A|PHB|CX3CR1|LY9|SLC11A1","adaptive immune response","546","ENR","GO:0002250","-1.0","1.60639870961286E-6","GO:0002250","false","GO:0002250"
"2","-0.9992223638236564",,"0.0117486114209758",,"ATP6V0A2|ATP5G2|SLC33A1|ATP6AP1|ATP6V0D1|ASIC5|SLC9A5|ATP6V0D2|TMCO3|OTOP1|SLC9B2|ATP6V0E|ATP1A2|ATP5G3|PLCB1|ATPSCKMT|ATP6V1G1|SLC4A11|SCO1|ATP6V0E2|OTOP3|SLC9A8|ATP6V1E1|COX5A|ATP6V0A1|ATP5PB|ATP5D|ATP1A3|ATP6AP1L|IL4|COX4I2|DRD4|COX15|MT-ND4|TACO1|MT-CYTB|SURF1|ATP5E|NDUFS7|TCIRG1|SLC5A4A|CYC1|ATP5O|ATP1A1|ATP5A1|ATP4B|ATP5J|ATP5C1|ATP6V1C2|SLC36A1|SLC36A2|CTNS|RAPGEF3|SLC15A4|NDUFA4|STOML2|COX6A2|COX7B|COX4I1|ATP5H|SLC9A3|SPHK2|UQCRFS1|ATP5J2|ATP6V1D|PHB2|SLC36A3|COX6A1|ATP6V1A|PPIF|SLC9A9|COX17|ATP5L|COX7B2|ATP5K|CHP1|ANTKMT|DNAJC30|UCP1|MT-CO1|ATP12A|MT-CO2|ATP6V1C1|UCP3|MT-ATP8|MT-ATP6|MT-CO3|COX7A1|COA8|HVCN1|SLC25A5|SLC15A2|GM21987|ATP5G1|ATP5B|MT-ND5|MYO5A|SLC9A6|SLC25A4|ATP1A4|SLC17A7|ATP6V0B|SLC9C1|ATP6V1G2|SLC4A10|ATP6V1H|SLC9B1|OTOP2|UCP2|SLC9A3R1|ATP7A|SLC9A1|IL13|GM5426|ATP6V1B1|TWIST1|SLC15A1|ATP6V1E2|CLCN4|CLCN3|SLC9A2|ALOX5|ATP6V1G3|SLC46A1|PARK7|ATP6V0C|DRD3|ATP6V1F|CLCN5|SLC11A2|PM20D1|SLC9A4|ATP4A|SLC9A7|ATP6V0A4|TESC|ATP6V1B2","proton transmembrane transport","137","ENR","GO:1902600","-1.0","7.77636176343661E-4","GO:1902600","false","GO:1902600"
"6","-0.9999999999166442",,"5.48186535772965E-9",,"IFITM2|CACTIN|MMP12|SHMT2|PTPN2|MYD88|GM21970|ZBP1|IFIT1BL2|CDC37|USP18|FADD|OAS3|IKBKE|IFITM7|TBK1|OAS2|DCST1|WNT5A|OAS1D|LSM14A|NLRC5|SAMHD1|STAT1|MAVS|MUL1|IFNAR1|SP100|SETD2|IFI27|SMPD1|CNOT7|SHFL|OAS1C|OAS1H|TRIM6|OAS1A|OAS1F|METTL3|IFNB1|TTLL12|IFNAR2|YTHDF2|MX2|IFITM1|IFITM3|YTHDF3|OAS1G|OAS1E|GM45717|ADAR|CH25H|IFNA1|HSP90AB1|TREX1|ISG15|IRF7|IRAK1|UBE2K|IRF3|STAT2|IFITM6|IFIT1BL1","response to type I interferon","63","ENR","GO:0034340","-1.0","8.33557344198605E-11","GO:0034340","false","GO:0034340"
"12","-1.0",,"2.49175622328164E-19",,"IFITM2|TNF|ACTG1|H2-AB1|CCL20|DAPK3|PTPN2|HPX|UBD|NOS2|IRF1|IRF8|IFITM7|XCL1|OTOP1|TLR2|DAPK1|NLRC5|TRP53|ARG1|CITED1|CXCL16|ACTR2|SP100|CALCOCO2|CDC42EP4|FLNB|MYO1C|STXBP2|IL23R|ADAMTS13|RPS6KB1|CD40|STX8|MRC1|RAB7B|PDE12|CDC42EP2|VIM|BST2|STAR|CASP1|RAB12|ACTR3|TLR3|WAS|FASL|CCL3|STXBP3|SOCS1|STXBP1|CCL26|CCL19|EPRS|GBP5|STX4A|GM13304|EDN1|KYNU|RAB43|CCL24|KIF16B|TGTP2|VAMP3|CX3CL1|TGTP1|CCL22|IL12B|GBP3|CCL17|MIR511|DNAJA3|GBP2|GBP9|IFNG|CDC42|GBP8|H2-Q7|CCL8|GBP7|CCL21D|ZYX|CCL21A|CCL21B|GAPDH|GM10591|IRGM2|GM43302|GBP11|GBP6|GCH1|GBP10|RPL13A|IRGM1|CDC37|PARP14|WNT5A|CCL6|CCL4|CCL9|RAB20|VPS26B|H2-AA|IGTP|CYP27B1|SYNCRIP|STAT1|KIF5B|ASS1|MYC|CCL5|CCL11|CCL1|CCL7|CLDN1|AIF1|SHFL|STXBP4|SNCA|SIRPA|GSN|AQP4|VAMP4|IFITM1|TLR4|IFITM3|GM45717|CCL25|TXK|CCL2|CD47|EVL|SLC26A6|NMI|MEFV|RAB11FIP5|MYO18A|CIITA|CCL12|HSP90AB1|IL12RB1|SLC30A8|PARP9|CD74|JAK2|MED1|TRIM21|SLC11A1|IFITM6|GBP4","response to interferon-gamma","150","ENR","GO:0034341","-1.0","3.34314341227412E-22","GO:0034341","false","GO:0034341"
"8","-0.9962434986638251",,"0.047455011229871",,"IL6|OAS1C|F2RL1|OAS1H|SIRPA|OAS1A|C1QTNF3|OAS1F|LILR4B|LILRB4A|MAP2K5|GSTP2|GSTP1|OAS3|CD24A|GM49339|OAS1D|OAS1G|OAS1E|ARG2|ERBIN|SOCS5|MEFV|MUL1|KLF4|APOD|SIGIRR|SLC37A4|ELANE|EPHA2|NR1H4","negative regulation of chemokine production","31","ENR","GO:0032682","-1.0","0.00375650133617494","GO:0032682","false","GO:0032682"
"2","-0.9999965672901302",,"7.10698080462299E-5",,"UQCRH|MT-ND1|DNAJC15|SDHAF2|MT-ND2|MT-CO1|COX7A2L|COX7A2|MT-CO3|MT-ND3|COX7A1|NDUFB6|UQCC3|COX5B-PS|GM10053|CYCS|MT-ND5|MT-ND6|NDUFS3|COX5A|COX4I2|NDUFS2|COX6C|MT-ND4|COX7C|NDUFS7|UQCR11|UQCRB|NDUFB9|CYC1|DLD|NDUFV2|NDUFB8|COX8B|UQCRC1|NDUFS1|NDUFA10|NDUFA8|SDHA|NDUFC2|COX6A2|BDNF|COQ9|COX4I1|COX8A|NDUFV1|AFG1L|PARK7|PINK1|COX6A1|NDUFA7|COX8C|PROCA1|UQCRQ|SLC25A51|ISCU|CYCT|SDHD|SDHC|UQCR10|NDUFS8|NDUFS6|COX5B","aerobic electron transport chain","63","ENR","GO:0019646","-1.0","3.43270986985368E-6","GO:0019646","false","GO:0019646"
"5","-0.9999999990908633",,"4.620067312485E-8",,"REG3G|ANG4|TNF|LBP|ANG|ANG6|9530003J23RIK|LTF|LTA|TBK1|TLR2|DEFB2|PLA2G1B|CHGA|CARD9|FAU|SSC5D|DEFB10|DEFB11|DEFB9|C5AR1|DROSHA|DEFB37|DEFB38|SEH1L|DEFA39|DEFA17|DEFA38|DEFB20|HAMP|DEFA37|DEFA3|DEFA31|DEFA23|DEFA21|HAMP2|DEFA26|DEFA43|DEFA42|B2M|AY761185|DEFA35|DEFA36|DEFA34|DEFA25|DEFA24|DEFA32|ADM|DEFA20|RARRES2|HAVCR2|LYZ1|LYZ2|IL27RA|DEFB4|DEFA28|IL17A|NOD2|DEFA40|DEFA30|KRT6A|DEFA41|DEFA27|MR1|HMGB2|RNASE6|P2RX7|NPY|TNFSF8|PYCARD|TNFAIP8|CD36|FGR|GBP3|GBP2|EPHA2|GBP9|IFNG|LYG1|IL17F|PGLYRP1|GBP8|PGLYRP3|GBP7|PGLYRP4|LYG2|PGLYRP2|PFPL|NLRP3|GM43302|GBP11|MYD88|GBP6|HCK|NCF1|GBP10|IL7R|TAC1|ADAM17|ROMO1|MBL2|REG3B|MBL1|ZG16|IL12A|CTSG|DEFB1|TNFRSF14|2610528A11RIK|NOD1|STAB2|SCD1|KLRK1|APP|CAMP|NLRP6|DEFB15|RPL39|GSDMD|DEFB19|DEFB34|ACP5|RIPK2|ANG2|ANG5|GBP4","defense response to Gram-positive bacterium","126","ENR","GO:0050830","-1.0","9.0913668045322E-10","GO:0050830","false","GO:0050830"
"11","-0.9999993415136841",,"1.65435438471852E-5",,"MT-ND1|NDUFA2|MT-ND2|NDUFB6|NDUFAF1|NDUFB11B|ACAD9|TIMM21|NDUFAF5|NDUFB5|NDUFAF3|DMAC1|NDUFS5|MT-ND5|MT-ND6|NDUFS3|NDUFAF8|TMEM126B|TMEM126A|NDUFB11|OXA1L|NDUFB7|NDUFB1|TAZ|NDUFAF4|NDUFS2|MT-ND4|NDUFA3|NDUFA12|NDUFAB1|NDUFS7|NDUFB9|NDUFC1|NDUFA5|NDUFA13|NDUFA9|NDUFB8|NDUFS1|FOXRED1|NDUFB3|DMAC2|NDUFA11|NDUFA10|NDUFB2|NDUFA8|NDUFAF7|NDUFB10|NDUFC2|BCS1L|NDUFA1|NUBPL|NDUFS4|NDUFA6|NDUFB4|NDUFAF2|NDUFAF6|NDUFS8|NDUFS6","NADH dehydrogenase complex assembly","58","ENR","GO:0010257","-1.0","6.58486315921056E-7","GO:0010257","false","GO:0010257"
"3","-0.9998944666941292",,"0.00185805096005679",,"H2-DMB2|H2-DMA|CTSE|FCER1G|H2-AB1|H2-EB1|H2-OA|B2M|CD74|H2-OB|CTSS|H2-DMB1|H2-EA|H2-EB2|IFI30|H2-AA|TRAF6|PIKFYVE","antigen processing and presentation of exogenous peptide antigen via MHC class II","18","ENR","GO:0019886","-1.0","1.05533305870847E-4","GO:0019886","false","GO:0019886"
"8","-0.9984625592682285",,"0.0213522824611251",,"IL6|ADCYAP1|CHIL6|TNF|TLR7|LBP|IL33|OAS3|CD24A|TLR2|CARD9|MAVS|MUL1|EGR1|TSLP|IL6RA|CHIL5|TRIM32|LGALS9|HAVCR2|IL4|IL17A|NOD2|IL18|NR1H4|IL1RL1|FFAR2|ADORA2B|OAS1A|C1QTNF3|OAS1F|TICAM2|ZFPM1|TNFSF4|GSTP1|GM49339|CHIL4|TLR3|OAS1G|OAS1E|IL4RA|CXCL5|POSTN|PYCARD|DEFB25|APOD|FOXP1|EPHA2|IFNG|CLEC7A|IL17F|ALOX8|IL1B|LILR4B|LILRB4A|AGER|MYD88|MAP2K5|MIF|WNT5A|OAS1D|ADAM17|MPL|ARG2|SOCS5|TRPV4|HC|KLF4|MAPK9|CCL5|IL7|FFAR3|SLC37A4|HMGB1|SELENOK|ELANE|CHIL3|AIF1|TLR9|CHIA1|SYK|OAS1C|F2RL1|TICAM1|OAS1H|TWIST1|SIRPA|GSTP2|MCOLN2|LPL|APP|ADIPOQ|TLR4|ERBIN|TREM2|MEFV|EIF2AK2|AIRE|SNAI2|RIPK2|SIGIRR|IL17RA|MBP|CD74|CSF1R","chemokine production","105","ENR","GO:0032602","-1.0","0.00153744073177153","GO:0032602","false","GO:0032602"
